"class","family","genus","species","valid_genus","valid_species","bodySize","ref_bodysize"
"Actinopterygii","Labridae","Stethojulis","strigiventer","Stethojulis","strigiventer",15,"Fishbase2022"
"Actinopterygii","Labridae","Suezichthys","arquatus","Suezichthys","arquatus",13.5,"Fishbase2022"
"Actinopterygii","Labridae","Suezichthys","cyanolaemus","Suezichthys","cyanolaemus",9.7,"Fishbase2022"
"Actinopterygii","Labridae","Suezichthys","devisi","Suezichthys","devisi",14,"Fishbase2022"
"Actinopterygii","Labridae","Thalassoma","amblycephalum","Thalassoma","amblycephalum",16,"Fishbase2022"
"Actinopterygii","Labridae","Thalassoma","hardwicke","Thalassoma","hardwicke",20,"Fishbase2022"
"Actinopterygii","Labridae","Thalassoma","jansenii","Thalassoma","jansenii",20,"Fishbase2022"
"Actinopterygii","Labridae","Thalassoma","lunare","Thalassoma","lunare",45,"Fishbase2022"
"Actinopterygii","Labridae","Thalassoma","lutescens","Thalassoma","lutescens",30,"Fishbase2022"
"Actinopterygii","Labridae","Thalassoma","nigrofasciatum","Thalassoma","nigrofasciatum",20,"Fishbase2022"
"Actinopterygii","Labridae","Thalassoma","purpureum","Thalassoma","purpureum",46,"Fishbase2022"
"Actinopterygii","Labridae","Thalassoma","quinquevittatum","Thalassoma","quinquevittatum",17,"Fishbase2022"
"Actinopterygii","Labridae","Thalassoma","septemfasciatum","Thalassoma","septemfasciatum",31,"Fishbase2022"
"Actinopterygii","Labridae","Thalassoma","trilobatum","Thalassoma","trilobatum",30,"Fishbase2022"
"Actinopterygii","Latidae","Psammoperca","waigiensis","Psammoperca","waigiensis",47,"Fishbase2022"
"Actinopterygii","Latridae","Latridopsis","forsteri","Latridopsis","forsteri",65,"Fishbase2022"
"Actinopterygii","Lethrinidae","Gnathodentex","aureolineatus","Gnathodentex","aureolineatus",30,"Fishbase2022"
"Actinopterygii","Lethrinidae","Gymnocranius","audleyi","Gymnocranius","audleyi",40,"Fishbase2022"
"Actinopterygii","Lethrinidae","Gymnocranius","euanus","Gymnocranius","euanus",45,"Fishbase2022"
"Actinopterygii","Lethrinidae","Gymnocranius","superciliosus","Gymnocranius","superciliosus",43,"Fishbase2022"
"Actinopterygii","Lethrinidae","Lethrinidae","spp.",NA,NA,35.1,"Imputed"
"Actinopterygii","Lethrinidae","Lethrinus","atkinsoni","Lethrinus","atkinsoni",50,"Fishbase2022"
"Actinopterygii","Lethrinidae","Lethrinus","erythracanthus","Lethrinus","erythracanthus",70,"Fishbase2022"
"Actinopterygii","Lethrinidae","Lethrinus","erythropterus","Lethrinus","erythropterus",50,"Fishbase2022"
"Actinopterygii","Lethrinidae","Lethrinus","harak","Lethrinus","harak",50,"Fishbase2022"
"Actinopterygii","Lethrinidae","Lethrinus","laticaudis","Lethrinus","laticaudis",56,"Fishbase2022"
"Actinopterygii","Lethrinidae","Lethrinus","miniatus","Lethrinus","miniatus",90,"Fishbase2022"
"Actinopterygii","Lethrinidae","Lethrinus","nebulosus","Lethrinus","nebulosus",87,"Fishbase2022"
"Actinopterygii","Lethrinidae","Lethrinus","obsoletus","Lethrinus","obsoletus",60,"Fishbase2022"
"Actinopterygii","Lethrinidae","Lethrinus","olivaceus","Lethrinus","olivaceus",100,"Fishbase2022"
"Actinopterygii","Lethrinidae","Lethrinus","ornatus","Lethrinus","ornatus",45,"Fishbase2022"
"Actinopterygii","Lethrinidae","Lethrinus","punctulatus","Lethrinus","lentjan",52,"Fishbase2022"
"Actinopterygii","Lethrinidae","Lethrinus","spp.",NA,NA,35.1,"Imputed"
"Actinopterygii","Lethrinidae","Lethrinus","variegatus","Lethrinus","variegatus",20,"Fishbase2022"
"Actinopterygii","Lethrinidae","Monotaxis","grandoculis","Monotaxis","grandoculis",60,"Fishbase2022"
"Actinopterygii","Lethrinidae","Monotaxis","heterodon","Monotaxis","heterodon",35.1,"Imputed"
"Actinopterygii","Lutjanidae","Aphareus","furca","Aphareus","furca",70,"Fishbase2022"
"Actinopterygii","Lutjanidae","Aprion","virescens","Aprion","virescens",112,"Fishbase2022"
"Actinopterygii","Lutjanidae","Lutjanus","adetii","Lutjanus","adetii",50,"Fishbase2022"
"Actinopterygii","Lutjanidae","Lutjanus","argentimaculatus","Lutjanus","argentimaculatus",150,"Fishbase2022"
"Actinopterygii","Lutjanidae","Lutjanus","bohar","Lutjanus","bohar",90,"Fishbase2022"
"Actinopterygii","Lutjanidae","Lutjanus","carponotatus","Lutjanus","carponotatus",40,"Fishbase2022"
"Actinopterygii","Lutjanidae","Lutjanus","decussatus","Lutjanus","decussatus",35,"Fishbase2022"
"Actinopterygii","Lutjanidae","Lutjanus","ehrenbergii","Lutjanus","ehrenbergii",35,"Fishbase2022"
"Actinopterygii","Lutjanidae","Lutjanus","fulviflamma","Lutjanus","fulviflamma",35,"Fishbase2022"
"Actinopterygii","Lutjanidae","Lutjanus","fulvus","Lutjanus","fulvus",40,"Fishbase2022"
"Actinopterygii","Lutjanidae","Lutjanus","gibbus","Lutjanus","gibbus",50,"Fishbase2022"
"Actinopterygii","Lutjanidae","Lutjanus","kasmira","Lutjanus","kasmira",40,"Fishbase2022"
"Actinopterygii","Lutjanidae","Lutjanus","lemniscatus","Lutjanus","lemniscatus",65,"Fishbase2022"
"Actinopterygii","Lutjanidae","Lutjanus","monostigma","Lutjanus","monostigma",60,"Fishbase2022"
"Actinopterygii","Lutjanidae","Lutjanus","quinquelineatus","Lutjanus","quinquelineatus",38,"Fishbase2022"
"Actinopterygii","Lutjanidae","Lutjanus","russellii","Lutjanus","russellii",50,"Fishbase2022"
"Actinopterygii","Lutjanidae","Lutjanus","sebae","Lutjanus","sebae",116,"Fishbase2022"
"Actinopterygii","Lutjanidae","Lutjanus","spp.",NA,NA,35.1,"Imputed"
"Actinopterygii","Lutjanidae","Lutjanus","vitta","Lutjanus","vitta",40,"Fishbase2022"
"Actinopterygii","Lutjanidae","Macolor","macularis","Macolor","macularis",60,"Fishbase2022"
"Actinopterygii","Lutjanidae","Macolor","niger","Macolor","niger",75,"Fishbase2022"
"Actinopterygii","Lutjanidae","Paracaesio","xanthura","Paracaesio","xanthura",50,"Fishbase2022"
"Actinopterygii","Lutjanidae","Symphorus","nematophorus","Symphorus","nematophorus",100,"Fishbase2022"
"Actinopterygii","Malacanthidae","Malacanthus","brevirostris","Malacanthus","brevirostris",32,"Fishbase2022"
"Actinopterygii","Malacanthidae","Malacanthus","latovittatus","Malacanthus","latovittatus",45,"Fishbase2022"
"Actinopterygii","Microdesmidae","Nemateleotris","magnifica","Nemateleotris","magnifica",9,"Fishbase2022"
"Actinopterygii","Microdesmidae","Parioglossus","philippinus","Parioglossus","philippinus",3.5,"Fishbase2022"
"Actinopterygii","Microdesmidae","Ptereleotris","evides","Ptereleotris","evides",14,"Fishbase2022"
"Actinopterygii","Microdesmidae","Ptereleotris","heteroptera","Ptereleotris","heteroptera",14,"Fishbase2022"
"Actinopterygii","Microdesmidae","Ptereleotris","microlepis","Ptereleotris","microlepis",13,"Fishbase2022"
"Actinopterygii","Microdesmidae","Ptereleotris","monoptera","Ptereleotris","monoptera",12,"Fishbase2022"
"Actinopterygii","Microdesmidae","Ptereleotris","zebra","Ptereleotris","zebra",12,"Fishbase2022"
"Actinopterygii","Monacanthidae","Acanthaluteres","brownii","Acanthaluteres","brownii",55,"Fishbase2022"
"Actinopterygii","Monacanthidae","Acanthaluteres","spilomelanurus","Acanthaluteres","spilomelanurus",14,"Fishbase2022"
"Actinopterygii","Monacanthidae","Acanthaluteres","vittiger","Acanthaluteres","vittiger",35,"Fishbase2022"
"Actinopterygii","Monacanthidae","Aluterus","monoceros","Aluterus","monoceros",76.2,"Fishbase2022"
"Actinopterygii","Monacanthidae","Aluterus","scriptus","Aluterus","scriptus",110,"Fishbase2022"
"Actinopterygii","Monacanthidae","Brachaluteres","jacksonianus","Brachaluteres","jacksonianus",10,"Fishbase2022"
"Actinopterygii","Monacanthidae","Cantherhines","dumerilii","Cantherhines","dumerilii",38,"Fishbase2022"
"Actinopterygii","Monacanthidae","Cantherhines","fronticinctus","Cantherhines","fronticinctus",25,"Fishbase2022"
"Actinopterygii","Monacanthidae","Cantherhines","pardalis","Cantherhines","pardalis",25,"Fishbase2022"
"Actinopterygii","Monacanthidae","Eubalichthys","bucephalus","Eubalichthys","bucephalus",50,"Fishbase2022"
"Actinopterygii","Monacanthidae","Eubalichthys","cyanoura","Eubalichthys","cyanoura",42,"Fishbase2022"
"Actinopterygii","Monacanthidae","Eubalichthys","gunnii","Eubalichthys","gunnii",60,"Fishbase2022"
"Actinopterygii","Monacanthidae","Eubalichthys","mosaicus","Eubalichthys","mosaicus",60,"Fishbase2022"
"Actinopterygii","Monacanthidae","Meuschenia","australis","Meuschenia","australis",30,"Fishbase2022"
"Actinopterygii","Monacanthidae","Meuschenia","flavolineata","Meuschenia","flavolineata",30,"Fishbase2022"
"Actinopterygii","Monacanthidae","Meuschenia","freycineti","Meuschenia","freycineti",60,"Fishbase2022"
"Actinopterygii","Monacanthidae","Meuschenia","galii","Meuschenia","galii",34,"Fishbase2022"
"Actinopterygii","Monacanthidae","Meuschenia","hippocrepis","Meuschenia","hippocrepis",51,"Fishbase2022"
"Actinopterygii","Monacanthidae","Meuschenia","scaber","Meuschenia","scaber",31,"Fishbase2022"
"Actinopterygii","Monacanthidae","Meuschenia","trachylepis","Meuschenia","trachylepis",40,"Fishbase2022"
"Actinopterygii","Monacanthidae","Monacanthidae","spp.",NA,NA,35.1,"Imputed"
"Actinopterygii","Monacanthidae","Monacanthus","chinensis","Monacanthus","chinensis",38,"Fishbase2022"
"Actinopterygii","Monacanthidae","Nelusetta","ayraud","Nelusetta","ayraud",100,"Fishbase2022"
"Actinopterygii","Monacanthidae","Oxymonacanthus","longirostris","Oxymonacanthus","longirostris",12,"Fishbase2022"
"Actinopterygii","Monacanthidae","Paraluteres","prionurus","Paraluteres","prionurus",11,"Fishbase2022"
"Actinopterygii","Monacanthidae","Pervagor","alternans","Pervagor","alternans",16,"Fishbase2022"
"Actinopterygii","Monacanthidae","Pervagor","aspricaudus","Pervagor","aspricaudus",13,"Fishbase2022"
"Actinopterygii","Monacanthidae","Pervagor","janthinosoma","Pervagor","janthinosoma",13,"Fishbase2022"
"Actinopterygii","Monacanthidae","Scobinichthys","granulatus","Scobinichthys","granulatus",30,"Fishbase2022"
"Actinopterygii","Monacanthidae","Thamnaconus","analis","Thamnaconus","analis",19.3,"Fishbase2022"
"Actinopterygii","Monocentridae","Cleidopus","gloriamaris","Cleidopus","gloriamaris",22,"Fishbase2022"
"Actinopterygii","Monodactylidae","Monodactylus","argenteus","Monodactylus","argenteus",27,"Fishbase2022"
"Actinopterygii","Monodactylidae","Schuettea","scalaripinnis","Schuettea","scalaripinnis",20,"Fishbase2022"
"Actinopterygii","Monodactylidae","Schuettea","woodwardi","Schuettea","woodwardi",24,"Fishbase2022"
"Actinopterygii","Moridae","Lotella","rhacina","Lotella","rhacina",50,"Fishbase2022"
"Actinopterygii","Moridae","Pseudophycis","bachus","Pseudophycis","bachus",90,"Fishbase2022"
"Actinopterygii","Moridae","Pseudophycis","barbata","Pseudophycis","barbata",63,"Fishbase2022"
"Actinopterygii","Mugilidae","Crenimugil","crenilabis","Crenimugil","crenilabis",60,"Fishbase2022"
"Actinopterygii","Mugilidae","Mugil","cephalus","Mugil","cephalus",100,"Fishbase2022"
"Actinopterygii","Mullidae","Mulloidichthys","flavolineatus","Mulloidichthys","flavolineatus",43,"Fishbase2022"
"Actinopterygii","Mullidae","Mulloidichthys","vanicolensis","Mulloidichthys","vanicolensis",38,"Fishbase2022"
"Actinopterygii","Mullidae","Parupeneus","barberinoides","Parupeneus","barberinoides",30,"Fishbase2022"
"Actinopterygii","Mullidae","Parupeneus","barberinus","Parupeneus","barberinus",60,"Fishbase2022"
"Actinopterygii","Mullidae","Parupeneus","chrysopleuron","Parupeneus","chrysopleuron",55,"Fishbase2022"
"Actinopterygii","Mullidae","Parupeneus","ciliatus","Parupeneus","ciliatus",38,"Fishbase2022"
"Actinopterygii","Mullidae","Parupeneus","crassilabris","Parupeneus","crassilabris",38,"Fishbase2022"
"Actinopterygii","Mullidae","Parupeneus","cyclostomus","Parupeneus","cyclostomus",50,"Fishbase2022"
"Actinopterygii","Mullidae","Parupeneus","indicus","Parupeneus","indicus",45,"Fishbase2022"
"Actinopterygii","Mullidae","Parupeneus","multifasciatus","Parupeneus","multifasciatus",35,"Fishbase2022"
"Actinopterygii","Mullidae","Parupeneus","pleurostigma","Parupeneus","pleurostigma",33,"Fishbase2022"
"Actinopterygii","Mullidae","Parupeneus","spilurus","Parupeneus","spilurus",50,"Fishbase2022"
"Actinopterygii","Mullidae","Parupeneus","spp.",NA,NA,35.1,"Imputed"
"Actinopterygii","Mullidae","Upeneichthys","lineatus","Upeneichthys","lineatus",40,"Fishbase2022"
"Actinopterygii","Mullidae","Upeneichthys","vlamingii","Upeneichthys","vlamingii",35,"Fishbase2022"
"Actinopterygii","Mullidae","Upeneus","tragula","Upeneus","tragula",25,"Fishbase2022"
"Actinopterygii","Muraenidae","Enchelycore","ramosa","Enchelycore","ramosa",150,"Fishbase2022"
"Actinopterygii","Muraenidae","Gymnothorax","annasona","Gymnothorax","annasona",55.3,"Fishbase2022"
"Actinopterygii","Muraenidae","Gymnothorax","cribroris","Gymnothorax","cribroris",75,"Fishbase2022"
"Actinopterygii","Muraenidae","Gymnothorax","eurostus","Gymnothorax","eurostus",60,"Fishbase2022"
"Actinopterygii","Muraenidae","Gymnothorax","favagineus","Gymnothorax","favagineus",300,"Fishbase2022"
"Actinopterygii","Muraenidae","Gymnothorax","javanicus","Gymnothorax","javanicus",300,"Fishbase2022"
"Actinopterygii","Muraenidae","Gymnothorax","meleagris","Gymnothorax","meleagris",120,"Fishbase2022"
"Actinopterygii","Muraenidae","Gymnothorax","nubilus","Gymnothorax","nubilus",82,"Fishbase2022"
"Actinopterygii","Muraenidae","Gymnothorax","prasinus","Gymnothorax","prasinus",91.5,"Fishbase2022"
"Actinopterygii","Muraenidae","Gymnothorax","spp.",NA,NA,35.1,"Imputed"
"Actinopterygii","Muraenidae","Gymnothorax","thrysoideus","Gymnothorax","thyrsoideus",73.2,"Fishbase2022"
"Actinopterygii","Muraenidae","Gymnothorax","undulatus","Gymnothorax","undulatus",150,"Fishbase2022"
"Actinopterygii","Nemipteridae","Pentapodus","aureofasciatus","Pentapodus","aureofasciatus",25,"Fishbase2022"
"Actinopterygii","Nemipteridae","Pentapodus","emeryii","Pentapodus","emeryii",35,"Fishbase2022"
"Actinopterygii","Nemipteridae","Pentapodus","paradiseus","Pentapodus","paradiseus",30,"Fishbase2022"
"Actinopterygii","Nemipteridae","Pentapodus","porosus","Pentapodus","porosus",27,"Fishbase2022"
"Actinopterygii","Nemipteridae","Pentapodus","vitta","Pentapodus","vitta",26,"Fishbase2022"
"Actinopterygii","Nemipteridae","Scaevius","milii","Scaevius","milii",20,"Fishbase2022"
"Actinopterygii","Nemipteridae","Scolopsis","bilineata","Scolopsis","bilineata",25,"Fishbase2022"
"Actinopterygii","Nemipteridae","Scolopsis","lineata","Scolopsis","lineata",25,"Fishbase2022"
"Actinopterygii","Nemipteridae","Scolopsis","margaritifer","Scolopsis","margaritifera",28,"Fishbase2022"
"Actinopterygii","Nemipteridae","Scolopsis","monogramma","Scolopsis","monogramma",38,"Fishbase2022"
"Actinopterygii","Nemipteridae","Scolopsis","spp.",NA,NA,35.1,"Imputed"
"Actinopterygii","Nemipteridae","Scolopsis","trilineata","Scolopsis","trilineata",25,"Fishbase2022"
"Actinopterygii","Nemipteridae","Scolopsis","vosmeri","Scolopsis","vosmeri",25,"Fishbase2022"
"Actinopterygii","Nemipteridae","Scolopsis","xenochrous","Scolopsis","xenochrous",22,"Fishbase2022"
"Actinopterygii","Odacidae","Haletta","semifasciata","Haletta","semifasciata",29,"Fishbase2022"
"Actinopterygii","Odacidae","Heteroscarus","acroptilus","Heteroscarus","acroptilus",24,"Fishbase2022"
"Actinopterygii","Odacidae","Neoodax","balteatus","Neoodax","balteatus",14,"Fishbase2022"
"Actinopterygii","Odacidae","Olisthops","cyanomelas","Olisthops","cyanomelas",35,"Fishbase2022"
"Actinopterygii","Odacidae","Siphonognathus","attenuatus","Siphonognathus","attenuatus",12,"Fishbase2022"
"Actinopterygii","Odacidae","Siphonognathus","beddomei","Siphonognathus","beddomei",12,"Fishbase2022"
"Actinopterygii","Odacidae","Siphonognathus","caninis","Siphonognathus","caninis",10,"Fishbase2022"
"Actinopterygii","Odacidae","Siphonognathus","radiatus","Siphonognathus","radiatus",18,"Fishbase2022"
"Actinopterygii","Opistognathidae","Opistognathus","darwiniensis","Opistognathus","darwiniensis",50,"Fishbase2022"
"Actinopterygii","Ostraciidae","Anoplocapros","amygdaloides","Anoplocapros","amygdaloides",30,"Fishbase2022"
"Actinopterygii","Ostraciidae","Anoplocapros","inermis","Anoplocapros","inermis",37,"Fishbase2022"
"Actinopterygii","Ostraciidae","Anoplocapros","lenticularis","Anoplocapros","lenticularis",33,"Fishbase2022"
"Actinopterygii","Ostraciidae","Aracana","aurita","Aracana","aurita",20,"Fishbase2022"
"Actinopterygii","Ostraciidae","Aracana","ornata","Aracana","ornata",15,"Fishbase2022"
"Actinopterygii","Ostraciidae","Ostracion","cubicus","Ostracion","cubicum",45,"Fishbase2022"
"Actinopterygii","Ostraciidae","Ostracion","meleagris","Ostracion","meleagris",25,"Fishbase2022"
"Actinopterygii","Ostraciidae","Ostracion","solorensis","Ostracion","solorense",12,"Fishbase2022"
"Actinopterygii","Ostraciidae","Rhynchostracion","nasus","Rhynchostracion","nasus",30,"Fishbase2022"
"Actinopterygii","Paralichthyidae","Pseudorhombus","jenynsii","Pseudorhombus","jenynsii",34,"Fishbase2022"
"Actinopterygii","Pataecidae","Aetapcus","maculatus","Aetapcus","maculatus",21,"Fishbase2022"
"Actinopterygii","Pempheridae","Parapriacanthus","elongatus","Parapriacanthus","elongatus",14,"Fishbase2022"
"Actinopterygii","Pempheridae","Parapriacanthus","ransonneti","Parapriacanthus","ransonneti",10,"Fishbase2022"
"Actinopterygii","Pempheridae","Pempheris","affinis","Pempheris","affinis",15,"Fishbase2022"
"Actinopterygii","Pempheridae","Pempheris","analis","Pempheris","analis",20,"Fishbase2022"
"Actinopterygii","Pempheridae","Pempheris","compressa","Pempheris","compressa",20,"Fishbase2022"
"Actinopterygii","Pempheridae","Pempheris","klunzingeri","Pempheris","klunzingeri",18,"Fishbase2022"
"Actinopterygii","Pempheridae","Pempheris","molucca","Pempheris","molucca",15,"Fishbase2022"
"Actinopterygii","Pempheridae","Pempheris","multiradiata","Pempheris","multiradiata",28,"Fishbase2022"
"Actinopterygii","Pempheridae","Pempheris","ornata","Pempheris","ornata",7.5,"Fishbase2022"
"Actinopterygii","Pempheridae","Pempheris","oualensis","Pempheris","oualensis",22,"Fishbase2022"
"Actinopterygii","Pempheridae","Pempheris","schwenkii","Pempheris","schwenkii",15,"Fishbase2022"
"Actinopterygii","Pempheridae","Pempheris","spp.",NA,NA,35.1,"Imputed"
"Actinopterygii","Pentacerotidae","Paristiopterus","gallipavo","Paristiopterus","gallipavo",100,"Fishbase2022"
"Actinopterygii","Pentacerotidae","Pentaceropsis","recurvirostris","Pentaceropsis","recurvirostris",50,"Fishbase2022"
"Actinopterygii","Pinguipedidae","Parapercis","australis","Parapercis","australis",9.2,"Fishbase2022"
"Actinopterygii","Pinguipedidae","Parapercis","clathrata","Parapercis","clathrata",24,"Fishbase2022"
"Actinopterygii","Pinguipedidae","Parapercis","haackei","Parapercis","haackei",10,"Fishbase2022"
"Actinopterygii","Pinguipedidae","Parapercis","lineopunctata","Parapercis","lineopunctata",7.4,"Fishbase2022"
"Actinopterygii","Pinguipedidae","Parapercis","millepunctata","Parapercis","millepunctata",18,"Fishbase2022"
"Actinopterygii","Pinguipedidae","Parapercis","nebulosa","Parapercis","nebulosa",25,"Fishbase2022"
"Actinopterygii","Pinguipedidae","Parapercis","pacifica","Parapercis","pacifica",18.6,"Fishbase2022"
"Actinopterygii","Pinguipedidae","Parapercis","queenslandica","Parapercis","queenslandica",20.8,"Fishbase2022"
"Actinopterygii","Pinguipedidae","Parapercis","ramsayi","Parapercis","ramsayi",20,"Fishbase2022"
"Actinopterygii","Pinguipedidae","Parapercis","snyderi","Parapercis","snyderi",11,"Fishbase2022"
"Actinopterygii","Pinguipedidae","Parapercis","stricticeps","Parapercis","stricticeps",18,"Fishbase2022"
"Actinopterygii","Pinguipedidae","Parapercis","xanthozona","Parapercis","xanthozona",23,"Fishbase2022"
"Actinopterygii","Platycephalidae","Cymbacephalus","beauforti","Cymbacephalus","beauforti",50,"Fishbase2022"
"Actinopterygii","Platycephalidae","Platycephalus","bassensis","Platycephalus","bassensis",46,"Fishbase2022"
"Actinopterygii","Platycephalidae","Platycephalus","fuscus","Platycephalus","fuscus",120,"Fishbase2022"
"Actinopterygii","Platycephalidae","Platycephalus","speculator","Platycephalus","speculator",90,"Fishbase2022"
"Actinopterygii","Platycephalidae","Thysanophrys","cirronasa","Thysanophrys","cirronasa",38,"Fishbase2022"
"Actinopterygii","Plesiopidae","Assessor","flavissimus","Assessor","flavissimus",6,"Fishbase2022"
"Actinopterygii","Plesiopidae","Assessor","macneilli","Assessor","macneilli",6,"Fishbase2022"
"Actinopterygii","Plesiopidae","Calloplesiops","altivelis","Calloplesiops","altivelis",20,"Fishbase2022"
"Actinopterygii","Plesiopidae","Paraplesiops","bleekeri","Paraplesiops","bleekeri",35.1,"Imputed"
"Actinopterygii","Plesiopidae","Paraplesiops","meleagris","Paraplesiops","meleagris",33,"Fishbase2022"
"Actinopterygii","Plesiopidae","Paraplesiops","sinclairi","Paraplesiops","sinclairi",22,"Fishbase2022"
"Actinopterygii","Plesiopidae","Trachinops","brauni","Trachinops","brauni",8,"Fishbase2022"
"Actinopterygii","Plesiopidae","Trachinops","caudimaculatus","Trachinops","caudimaculatus",15,"Fishbase2022"
"Actinopterygii","Plesiopidae","Trachinops","noarlungae","Trachinops","noarlungae",15,"Fishbase2022"
"Actinopterygii","Plesiopidae","Trachinops","taeniatus","Trachinops","taeniatus",35.1,"Imputed"
"Actinopterygii","Plotosidae","Cnidoglanis","macrocephalus","Cnidoglanis","macrocephalus",91,"Fishbase2022"
"Actinopterygii","Plotosidae","Paraplotosus","butleri","Paraplotosus","butleri",32.5,"Fishbase2022"
"Actinopterygii","Plotosidae","Plotosus","lineatus","Plotosus","lineatus",32,"Fishbase2022"
"Actinopterygii","Pomacanthidae","Apolemichthys","trimaculatus","Apolemichthys","trimaculatus",26,"Fishbase2022"
"Actinopterygii","Pomacanthidae","Centropyge","bicolor","Centropyge","bicolor",15,"Fishbase2022"
"Actinopterygii","Pomacanthidae","Centropyge","bispinosa","Centropyge","bispinosa",10,"Fishbase2022"
"Actinopterygii","Pomacanthidae","Centropyge","flavissima","Centropyge","flavissima",14,"Fishbase2022"
"Actinopterygii","Pomacanthidae","Centropyge","heraldi","Centropyge","heraldi",12,"Fishbase2022"
"Actinopterygii","Pomacanthidae","Centropyge","spp.",NA,NA,35.1,"Imputed"
"Actinopterygii","Pomacanthidae","Centropyge","tibicen","Centropyge","tibicen",19,"Fishbase2022"
"Actinopterygii","Pomacanthidae","Centropyge","vrolikii","Centropyge","vrolikii",12,"Fishbase2022"
"Actinopterygii","Pomacanthidae","Chaetodontoplus","conspicillatus","Chaetodontoplus","conspicillatus",10,"Fishbase2022"
"Actinopterygii","Pomacanthidae","Chaetodontoplus","duboulayi","Chaetodontoplus","duboulayi",28,"Fishbase2022"
"Actinopterygii","Pomacanthidae","Chaetodontoplus","meredithi","Chaetodontoplus","meredithi",25,"Fishbase2022"
"Actinopterygii","Pomacanthidae","Chaetodontoplus","mesoleucus","Chaetodontoplus","mesoleucus",18,"Fishbase2022"
"Actinopterygii","Pomacanthidae","Chaetodontoplus","personifer","Chaetodontoplus","personifer",35,"Fishbase2022"
"Actinopterygii","Pomacanthidae","Genicanthus","lamarck","Genicanthus","lamarck",25,"Fishbase2022"
"Actinopterygii","Pomacanthidae","Genicanthus","semicinctus","Genicanthus","semicinctus",21,"Fishbase2022"
"Actinopterygii","Pomacanthidae","Pomacanthus","imperator","Pomacanthus","imperator",40,"Fishbase2022"
"Actinopterygii","Pomacanthidae","Pomacanthus","semicirculatus","Pomacanthus","semicirculatus",40,"Fishbase2022"
"Actinopterygii","Pomacanthidae","Pomacanthus","sexstriatus","Pomacanthus","sexstriatus",46,"Fishbase2022"
"Actinopterygii","Pomacanthidae","Pomacanthus","xanthometopon","Pomacanthus","xanthometopon",38,"Fishbase2022"
"Actinopterygii","Pomacanthidae","Pygoplites","diacanthus","Pygoplites","diacanthus",25,"Fishbase2022"
"Actinopterygii","Pomacentridae","Abudefduf","bengalensis","Abudefduf","bengalensis",17,"Fishbase2022"
"Actinopterygii","Pomacentridae","Abudefduf","sexfasciatus","Abudefduf","sexfasciatus",19,"Fishbase2022"
"Actinopterygii","Pomacentridae","Abudefduf","sordidus","Abudefduf","sordidus",24,"Fishbase2022"
"Actinopterygii","Pomacentridae","Abudefduf","vaigiensis","Abudefduf","vaigiensis",20,"Fishbase2022"
"Actinopterygii","Pomacentridae","Abudefduf","whitleyi","Abudefduf","whitleyi",14,"Fishbase2022"
"Actinopterygii","Pomacentridae","Acanthochromis","polyacanthus","Acanthochromis","polyacanthus",14,"Fishbase2022"
"Actinopterygii","Pomacentridae","Amblyglyphidodon","aureus","Amblyglyphidodon","aureus",13,"Fishbase2022"
"Actinopterygii","Pomacentridae","Amblyglyphidodon","batunai","Amblyglyphidodon","batunaorum",10,"Fishbase2022"
"Actinopterygii","Pomacentridae","Amblyglyphidodon","curacao","Amblyglyphidodon","curacao",11,"Fishbase2022"
"Actinopterygii","Pomacentridae","Amblyglyphidodon","leucogaster","Amblyglyphidodon","leucogaster",13,"Fishbase2022"
"Actinopterygii","Pomacentridae","Amphiprion","akindynos","Amphiprion","akindynos",9,"Fishbase2022"
"Actinopterygii","Pomacentridae","Amphiprion","chrysopterus","Amphiprion","chrysopterus",17,"Fishbase2022"
"Actinopterygii","Pomacentridae","Amphiprion","clarkii","Amphiprion","clarkii",15,"Fishbase2022"
"Actinopterygii","Pomacentridae","Amphiprion","latezonatus","Amphiprion","latezonatus",14,"Fishbase2022"
"Actinopterygii","Pomacentridae","Amphiprion","mccullochi","Amphiprion","mccullochi",12,"Fishbase2022"
"Actinopterygii","Pomacentridae","Amphiprion","melanopus","Amphiprion","melanopus",12,"Fishbase2022"
"Actinopterygii","Pomacentridae","Amphiprion","ocellaris","Amphiprion","ocellaris",11,"Fishbase2022"
"Actinopterygii","Pomacentridae","Amphiprion","perideraion","Amphiprion","perideraion",10,"Fishbase2022"
"Actinopterygii","Pomacentridae","Amphiprion","rubrocinctus","Amphiprion","rubrocinctus",12,"Fishbase2022"
"Actinopterygii","Pomacentridae","Cheiloprion","labiatus","Cheiloprion","labiatus",6,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chromis","agilis","Chromis","agilis",4.9,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chromis","alpha","Chromis","alpha",8.5,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chromis","amboinensis","Chromis","amboinensis",10,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chromis","atripectoralis","Chromis","atripectoralis",12,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chromis","atripes","Chromis","atripes",9,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chromis","chrysura","Chromis","chrysura",14,"Fishbase2022"
"Actinopterygii","Pomacentridae","Chromis","cinerascens","Chromis","cinerascens",13,"Fishbase2022"
