"latitude","longitude","survey_date","class","order","family","genus","species","valid_genus","valid_species","biomass_mean","size_class_mean","total_mean","bodySize","ref_bodysize"
-12.2,123,2021-10-11,"Actinopterygii","Perciformes","Pseudochromidae","Pseudochromis","fuscus","Pseudochromis","fuscus",5.6,5,2,10,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Perciformes","Microdesmidae","Ptereleotris","evides","Ptereleotris","evides",18,7.5,2,14,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Perciformes","Pomacanthidae","Pygoplites","diacanthus","Pygoplites","diacanthus",954.3,30,1,25,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Beryciformes","Holocentridae","Sargocentron","spiniferum","Sargocentron","spiniferum",733,35,1,51,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Aulopiformes","Synodontidae","Saurida","gracilis","Saurida","gracilis",11.9,10,1,32,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Aulopiformes","Synodontidae","Saurida","nebulosa","Saurida","nebulosa",11.8,7.5,2,16.5,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Perciformes","Scaridae","Scarus","altipinnis","Scarus","altipinnis",42.5,6.2,5,60,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Perciformes","Scaridae","Scarus","dimidiatus","Scarus","dimidiatus",74.4,10.6,1.8,40,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Perciformes","Scaridae","Scarus","ghobban","Scarus","ghobban",277.3,25,1,75,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Perciformes","Scaridae","Scarus","niger","Scarus","niger",668.9,16.4,1.9,40,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Perciformes","Scaridae","Scarus","prasiognathos","Scarus","prasiognathos",0.5,2.5,1,70,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Perciformes","Scaridae","Scarus","rivulatus","Scarus","rivulatus",633,30,1,40,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Perciformes","Nemipteridae","Scolopsis","margaritifer","Scolopsis","margaritifera",267.3,20,1.2,28,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Perciformes","Siganidae","Siganus","punctatus","Siganus","punctatus",158.5,20,1,40,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Perciformes","Siganidae","Siganus","vulpinus","Siganus","vulpinus",342.3,20,2,25,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Perciformes","Pomacentridae","Stegastes","nigricans","Stegastes","nigricans",164.5,15,1,14,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Perciformes","Labridae","Stethojulis","bandanensis","Stethojulis","bandanensis",8.8,7.5,1,15,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Aulopiformes","Synodontidae","Synodus","jaculum","Synodus","jaculum",29.1,10,1,20,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Aulopiformes","Synodontidae","Synodus","variegatus","Synodus","variegatus",1.2,5,1,40,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Perciformes","Labridae","Thalassoma","amblycephalum","Thalassoma","amblycephalum",43.1,8.2,4.5,16,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Perciformes","Labridae","Thalassoma","hardwicke","Thalassoma","hardwicke",106.9,11.2,3.5,20,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Perciformes","Labridae","Thalassoma","lunare","Thalassoma","lunare",68,10.8,2,45,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Perciformes","Labridae","Thalassoma","quinquevittatum","Thalassoma","quinquevittatum",24.8,7.5,2,17,"Fishbase2022"
-12.2,123,2021-10-11,"Elasmobranchii","Carcharhiniformes","Carcharhinidae","Triaenodon","obesus","Triaenodon","obesus",9850.4,112.5,1,213,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Perciformes","Zanclidae","Zanclus","cornutus","Zanclus","cornutus",596.1,20,1,23,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Perciformes","Acanthuridae","Zebrasoma","scopas","Zebrasoma","scopas",105.7,8.5,2.3,40,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Perciformes","Acanthuridae","Zebrasoma","velifer","Zebrasoma","velifer",833.4,35,1,40,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Acanthuridae","Acanthurus","grammoptilus","Acanthurus","grammoptilus",2140.4,50,1,35,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Acanthuridae","Acanthurus","nigricauda","Acanthurus","nigricauda",971.6,30,2.2,40,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Acanthuridae","Acanthurus","nigrofuscus","Acanthurus","nigrofuscus",147.6,8.6,5.9,21,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Acanthuridae","Acanthurus","pyroferus","Acanthurus","pyroferus",243.9,16.2,1.5,29,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Serranidae","Aethaloperca","rogaa","Aethaloperca","rogaa",452.7,30,1,60,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Amblyglyphidodon","aureus","Amblyglyphidodon","aureus",0.4,2.5,1,13,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Amblyglyphidodon","curacao","Amblyglyphidodon","curacao",491.3,8.2,17.1,11,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Amblyglyphidodon","leucogaster","Amblyglyphidodon","leucogaster",11.1,6.7,1,13,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Gobiidae","Amblygobius","phalaena","Amblygobius","phalaena",3,5,1,15,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Tetraodontiformes","Balistidae","Balistoides","viridescens","Balistoides","viridescens",2544.4,50,1,75,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Labridae","Bodianus","axillaris","Bodianus","axillaris",308.3,18.3,1.3,20,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Caesionidae","Caesio","lunaris","Caesio","lunaris",194.8,10,10,40,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Tetraodontiformes","Tetraodontidae","Canthigaster","valentini","Canthigaster","valentini",14.8,5.6,1.5,11,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Carangidae","Caranx","ignobilis","Caranx","ignobilis",1264,50,1,170,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Carangidae","Caranx","melampygus","Caranx","melampygus",1548.7,50,1,117,"Fishbase2022"
-12.2,123,2021-10-12,"Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","melanopterus","Carcharhinus","melanopterus",307.3,40,2,200,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacanthidae","Centropyge","tibicen","Centropyge","tibicen",76.6,10,1.5,19,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Serranidae","Cephalopholis","argus","Cephalopholis","argus",1147.4,40,1,60,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Serranidae","Cephalopholis","cyanostigma","Cephalopholis","cyanostigma",94.5,13,1.4,40,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","adiergastos","Chaetodon","adiergastos",942.1,17.5,3,20,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","auriga","Chaetodon","auriga",226.4,13.9,1.9,23,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","ephippium","Chaetodon","ephippium",2241.4,37.5,1.8,30,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","lineolatus","Chaetodon","lineolatus",280.4,15,2,30,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","lunulatus","Chaetodon","lunulatus",75.5,7.7,2.4,14,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","ocellicaudus","Chaetodon","ocellicaudus",2871.9,36.9,1,15,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","trifascialis","Chaetodon","trifascialis",9.2,5,1,18,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","vagabundus","Chaetodon","vagabundus",252.9,14.1,2,23,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Labridae","Cheilinus","chlorourus","Cheilinus","chlorourus",65.7,12.5,1,45,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Labridae","Cheilinus","fasciatus","Cheilinus","fasciatus",427.5,21.7,1.5,40,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Scaridae","Chlorurus","microrhinos","Chlorurus","microrhinos",1083.2,40,1,70,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Scaridae","Chlorurus","sordidus","Chlorurus","sordidus",366.3,16.1,3.3,40,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Chromis","atripectoralis","Chromis","atripectoralis",279.6,5,56.7,12,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Chromis","atripes","Chromis","atripes",64.6,4.2,21.7,9,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Chromis","lepidolepis","Chromis","lepidolepis",253.1,5.2,46.1,9,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Chromis","margaritifer","Chromis","margaritifer",196.2,5,50.1,9,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Chromis","ternatensis","Chromis","ternatensis",176.4,5,31.7,10.5,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Chromis","viridis","Chromis","viridis",879.7,5.8,137.9,10,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Chromis","weberi","Chromis","weberi",71,5.6,15.2,13.5,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Chromis","xanthura","Chromis","xanthura",3.8,5,1,17,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","hemicyanea","Chrysiptera","hemicyanea",37,3.8,15,7,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","rex","Chrysiptera","rex",14.4,4.2,4,7,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","talboti","Chrysiptera","talboti",25.2,5,6,6,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Labridae","Cirrhilabrus","exquisitus","Cirrhilabrus","exquisitus",9.1,5,3.5,12,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Labridae","Coris","aygula","Coris","aygula",805.6,30,2,120,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Labridae","Coris","batuensis","Coris","batuensis",47.1,11.7,3,17,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Gobiidae","Cryptocentrus","strigilliceps","Cryptocentrus","strigilliceps",4.8,6.2,1,12,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Acanthuridae","Ctenochaetus","striatus","Ctenochaetus","striatus",513.7,13.1,6.2,26,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Gobiidae","Ctenogobiops","mitodes","Ctenogobiops","mitodes",4.7,3.8,4,5.3,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Gobiidae","Ctenogobiops","pomastictus","Ctenogobiops","pomastictus",11.4,5,5,8,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Dascyllus","aruanus","Dascyllus","aruanus",165.5,3.8,42.5,10,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Dischistodus","perspicillatus","Dischistodus","perspicillatus",120.1,9.6,2.2,18,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Dischistodus","prosopotaenia","Dischistodus","prosopotaenia",21.6,6.7,1.3,18.5,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Blenniidae","Ecsenius","lividanalis","Ecsenius","lividanalis",0.9,2.5,2.7,5,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Blenniidae","Ecsenius","yaeyamaensis","Ecsenius","yaeyamaensis",0.7,2.5,1.5,6,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Labridae","Epibulus","insidiator","Epibulus","insidiator",927.7,40,1,54,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Serranidae","Epinephelus","merra","Epinephelus","merra",48.6,12.5,1,32,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Gobiidae","Fusigobius","neophytus","Fusigobius","neophytus",6.5,3.8,5,7.5,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Labridae","Halichoeres","marginatus","Halichoeres","marginatus",32.2,10,1,18,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Labridae","Halichoeres","melanurus","Halichoeres","melanurus",175.6,11.2,3.3,12,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Labridae","Halichoeres","prosopeion","Halichoeres","prosopeion",128.8,15,1.3,13,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Labridae","Halichoeres","trimaculatus","Halichoeres","trimaculatus",123.3,10,5,27,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Hemiglyphidodon","plagiometopon","Hemiglyphidodon","plagiometopon",311.5,12,2.7,18,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Labridae","Hemigymnus","melapterus","Hemigymnus","melapterus",215.3,16.2,1.2,37,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Scaridae","Hipposcarus","longiceps","Hipposcarus","longiceps",326.4,17.3,3.6,60,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Gobiidae","Istigobius","decoratus","Istigobius","decoratus",5.6,5,2,13,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Gobiidae","Istigobius","goldmanni","Istigobius","goldmanni",6.2,4.2,3.3,6,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Gobiidae","Koumansetta","rainfordi","Koumansetta","rainfordi",3,5,1.3,8.5,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Labridae","Labrichthys","unilineatus","Labrichthys","unilineatus",10.3,6.2,2,17.5,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Labridae","Labroides","bicolor","Labroides","bicolor",18.4,8.8,1.5,15,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Labridae","Labroides","dimidiatus","Labroides","dimidiatus",15.7,8.4,1.3,14,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Lethrinidae","Lethrinus","erythropterus","Lethrinus","erythropterus",1813.5,40,2,50,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Lethrinidae","Lethrinus","obsoletus","Lethrinus","obsoletus",946.2,30,2,60,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Lethrinidae","Lethrinus","olivaceus","Lethrinus","olivaceus",4148,75,1,100,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Lutjanidae","Lutjanus","bohar","Lutjanus","bohar",276.6,16.2,1.5,90,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Lutjanidae","Lutjanus","decussatus","Lutjanus","decussatus",2929.2,32.2,5.1,35,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Lutjanidae","Lutjanus","gibbus","Lutjanus","gibbus",14579.9,31.1,30.4,50,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Labridae","Macropharyngodon","ornatus","Macropharyngodon","ornatus",5.6,6.2,1,13,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Blenniidae","Meiacanthus","grammistes","Meiacanthus","grammistes",4.8,5,1.7,11,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Lethrinidae","Monotaxis","grandoculis","Monotaxis","grandoculis",3201.7,23.5,6.9,60,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Lethrinidae","Monotaxis","heterodon","Monotaxis","heterodon",881.4,22.5,3,NA,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Beryciformes","Holocentridae","Myripristis","violacea","Myripristis","violacea",561.7,17.1,2,35,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Acanthuridae","Naso","tonganus","Naso","tonganus",29797.5,37.5,30,60,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Neoglyphidodon","melas","Neoglyphidodon","melas",73.7,9.1,1.9,18,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Neoglyphidodon","nigroris","Neoglyphidodon","nigroris",88.7,10.9,2.1,13,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Tetraodontiformes","Ostraciidae","Ostracion","cubicus","Ostracion","cubicum",29.8,7.5,1,45,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Eupercaria incertae sedis","Labridae","Oxycheilinus","digramma","Oxycheilinus","digramma",85.9,14.6,1.2,40,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Tetraodontiformes","Monacanthidae","Oxymonacanthus","longirostris","Oxymonacanthus","longirostris",9.7,7.5,1,12,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Cirrhitidae","Paracirrhites","forsteri","Paracirrhites","forsteri",3.7,5,1,22,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Microdesmidae","Parioglossus","philippinus","Parioglossus","philippinus",NA,2.5,150,3.5,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Mullidae","Parupeneus","barberinus","Parupeneus","barberinus",341.9,20,3.8,60,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Mullidae","Parupeneus","multifasciatus","Parupeneus","multifasciatus",167.9,17.9,1.9,35,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Blenniidae","Plagiotremus","laudandus","Plagiotremus","laudandus",2.4,5,2.5,8,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Blenniidae","Plagiotremus","rhinorhynchos","Plagiotremus","rhinorhynchos",4.1,7.5,1,12,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Blenniidae","Plagiotremus","tapeinosoma","Plagiotremus","tapeinosoma",3.1,7.5,1,14,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Plectroglyphidodon","lacrymatus","Stegastes","lacrymatus",6.9,5,1,NA,NA
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacanthidae","Pomacanthus","imperator","Pomacanthus","imperator",1515.3,40,1,40,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","adelus","Pomacentrus","adelus",71.6,6.3,7.8,8.5,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","alexanderae","Pomacentrus","alexanderae",3.9,5,1.5,9,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","amboinensis","Pomacentrus","amboinensis",118.7,8.1,4.9,9,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","bankanensis","Pomacentrus","bankanensis",17.4,5,4.9,9,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","lepidogenys","Pomacentrus","lepidogenys",574.5,5.8,40,9,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","moluccensis","Pomacentrus","moluccensis",16.6,5,2.3,9,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","pavo","Pomacentrus","pavo",52.4,5.3,15.3,8.5,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","philippinus","Pomacentrus","philippinus",163,8,6.7,10,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Pomacentrus","vaiuli","Pomacentrus","vaiuli",5.7,4.2,3,10,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Labridae","Pseudocheilinus","hexataenia","Pseudocheilinus","hexataenia",11.9,5.7,3.3,10,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pseudochromidae","Pseudochromis","fuscus","Pseudochromis","fuscus",4.2,5,1.5,10,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Microdesmidae","Ptereleotris","evides","Ptereleotris","evides",211.7,5,75,14,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Caesionidae","Pterocaesio","tile","Pterocaesio","tile",756,12.5,20,30,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Caesionidae","Pterocaesio","trilineata","Pterocaesio","trilineata",2086.7,12.5,50,20,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacanthidae","Pygoplites","diacanthus","Pygoplites","diacanthus",2135.6,34.2,1.8,25,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Beryciformes","Holocentridae","Sargocentron","spiniferum","Sargocentron","spiniferum",631.4,32.5,1,51,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Aulopiformes","Synodontidae","Saurida","nebulosa","Saurida","nebulosa",14.8,8.6,1.1,16.5,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Scaridae","Scarus","altipinnis","Scarus","altipinnis",770.1,19.4,3.6,60,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Scaridae","Scarus","dimidiatus","Scarus","dimidiatus",300.2,15.8,1.4,40,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Scaridae","Scarus","flavipectoralis","Scarus","flavipectoralis",3684.1,50,2,40,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Scaridae","Scarus","niger","Scarus","niger",92.8,9.6,1.9,40,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Nemipteridae","Scolopsis","bilineata","Scolopsis","bilineata",55.1,12.5,1,25,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Nemipteridae","Scolopsis","margaritifer","Scolopsis","margaritifera",1476.3,29.2,4.2,28,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Nemipteridae","Scolopsis","trilineata","Scolopsis","trilineata",503.6,25,2,25,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Siganidae","Siganus","doliatus","Siganus","doliatus",256.7,20,1.5,25,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Gobiidae","Signigobius","biocellatus","Signigobius","biocellatus",0.3,2.5,1,10,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Pomacentridae","Stegastes","nigricans","Stegastes","nigricans",36.9,8.9,1,14,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Labridae","Stethojulis","bandanensis","Stethojulis","bandanensis",31.4,10.6,1.5,15,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Labridae","Stethojulis","strigiventer","Stethojulis","strigiventer",24.3,10,1,15,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Aulopiformes","Synodontidae","Synodus","variegatus","Synodus","variegatus",28.2,12.5,1,40,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Labridae","Thalassoma","amblycephalum","Thalassoma","amblycephalum",272.6,8.1,17.5,16,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Labridae","Thalassoma","hardwicke","Thalassoma","hardwicke",118.9,12.5,3.3,20,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Labridae","Thalassoma","lunare","Thalassoma","lunare",127.5,12.9,2.5,45,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Gobiidae","Valenciennea","alleni","Valenciennea","alleni",22.7,8,1,7.4,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Gobiidae","Valenciennea","longipinnis","Valenciennea","longipinnis",9.3,5.3,4.1,18,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Gobiidae","Valenciennea","muralis","Valenciennea","muralis",4.1,5,2.8,16,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Gobiidae","Valenciennea","sexguttata","Valenciennea","sexguttata",26.2,10,2,14,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Acanthuridae","Zebrasoma","scopas","Zebrasoma","scopas",116.9,8.4,3.1,40,"Fishbase2022"
-12.2,123,2021-10-12,"Actinopterygii","Perciformes","Acanthuridae","Zebrasoma","velifer","Zebrasoma","velifer",588,26.8,1,40,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Perciformes","Pomacentridae","Abudefduf","sexfasciatus","Abudefduf","sexfasciatus",139,11.2,3,19,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Perciformes","Acanthuridae","Acanthurus","auranticavus","Acanthurus","auranticavus",3393.5,35,4,45,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Perciformes","Acanthuridae","Acanthurus","lineatus","Acanthurus","lineatus",370,20,2,38,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Perciformes","Acanthuridae","Acanthurus","nigricans","Acanthurus","nigricans",63.8,12.5,1,21.3,"Fishbase2022"
-12.2,123,2021-10-11,"Actinopterygii","Perciformes","Acanthuridae","Acanthurus","nigricauda","Acanthurus","nigricauda",951.9,23.3,3.3,40,"Fishbase2022"
