"class","family","genus","species","valid_genus","valid_species","bodySize"
"Actinopterygii","Lethrinidae","Lethrinus","erythracanthus","Lethrinus","erythracanthus",70
"Actinopterygii","Lethrinidae","Lethrinus","erythropterus","Lethrinus","erythropterus",50
"Actinopterygii","Lethrinidae","Lethrinus","genivittatus","Lethrinus","genivittatus",25
"Actinopterygii","Lethrinidae","Lethrinus","harak","Lethrinus","harak",50
"Actinopterygii","Lethrinidae","Lethrinus","laticaudis","Lethrinus","laticaudis",56
"Actinopterygii","Lethrinidae","Lethrinus","lentjan","Lethrinus","lentjan",52
"Actinopterygii","Lethrinidae","Lethrinus","miniatus","Lethrinus","miniatus",90
"Actinopterygii","Lethrinidae","Lethrinus","nebulosus","Lethrinus","nebulosus",87
"Actinopterygii","Lethrinidae","Lethrinus","obsoletus","Lethrinus","obsoletus",60
"Actinopterygii","Lethrinidae","Lethrinus","olivaceus","Lethrinus","olivaceus",100
"Actinopterygii","Lethrinidae","Lethrinus","ornatus","Lethrinus","ornatus",45
"Actinopterygii","Lethrinidae","Lethrinus","punctulatus","Lethrinus","lentjan",52
"Actinopterygii","Lethrinidae","Lethrinus","spp.",NA,NA,NA
"Actinopterygii","Lethrinidae","Lethrinus","variegatus","Lethrinus","variegatus",20
"Actinopterygii","Lethrinidae","Lethrinus","xanthochilus","Lethrinus","xanthochilus",70
"Actinopterygii","Lethrinidae","Monotaxis","grandoculis","Monotaxis","grandoculis",60
"Actinopterygii","Lethrinidae","Monotaxis","heterodon","Monotaxis","heterodon",NA
"Actinopterygii","Lutjanidae","Aphareus","furca","Aphareus","furca",70
"Actinopterygii","Lutjanidae","Aprion","virescens","Aprion","virescens",112
"Actinopterygii","Lutjanidae","Lutjanus","adetii","Lutjanus","adetii",50
"Actinopterygii","Lutjanidae","Lutjanus","argentimaculatus","Lutjanus","argentimaculatus",150
"Actinopterygii","Lutjanidae","Lutjanus","bohar","Lutjanus","bohar",90
"Actinopterygii","Lutjanidae","Lutjanus","carponotatus","Lutjanus","carponotatus",40
"Actinopterygii","Lutjanidae","Lutjanus","decussatus","Lutjanus","decussatus",35
"Actinopterygii","Lutjanidae","Lutjanus","ehrenbergii","Lutjanus","ehrenbergii",35
"Actinopterygii","Lutjanidae","Lutjanus","fulviflamma","Lutjanus","fulviflamma",35
"Actinopterygii","Lutjanidae","Lutjanus","fulvus","Lutjanus","fulvus",40
"Actinopterygii","Lutjanidae","Lutjanus","gibbus","Lutjanus","gibbus",50
"Actinopterygii","Lutjanidae","Lutjanus","johnii","Lutjanus","johnii",97
"Actinopterygii","Lutjanidae","Lutjanus","kasmira","Lutjanus","kasmira",40
"Actinopterygii","Lutjanidae","Lutjanus","lemniscatus","Lutjanus","lemniscatus",65
"Actinopterygii","Lutjanidae","Lutjanus","lutjanus","Lutjanus","lutjanus",35
"Actinopterygii","Lutjanidae","Lutjanus","monostigma","Lutjanus","monostigma",60
"Actinopterygii","Lutjanidae","Lutjanus","quinquelineatus","Lutjanus","quinquelineatus",38
"Actinopterygii","Lutjanidae","Lutjanus","rivulatus","Lutjanus","rivulatus",80
"Actinopterygii","Lutjanidae","Lutjanus","russellii","Lutjanus","russellii",50
"Actinopterygii","Lutjanidae","Lutjanus","sebae","Lutjanus","sebae",116
"Actinopterygii","Lutjanidae","Lutjanus","spp.",NA,NA,NA
"Actinopterygii","Lutjanidae","Lutjanus","vitta","Lutjanus","vitta",40
"Actinopterygii","Lutjanidae","Macolor","macularis","Macolor","macularis",60
"Actinopterygii","Lutjanidae","Macolor","niger","Macolor","niger",75
"Actinopterygii","Lutjanidae","Paracaesio","xanthura","Paracaesio","xanthura",50
"Actinopterygii","Lutjanidae","Symphorichthys","spilurus","Symphorichthys","spilurus",60
"Actinopterygii","Lutjanidae","Symphorus","nematophorus","Symphorus","nematophorus",100
"Actinopterygii","Malacanthidae","Malacanthus","brevirostris","Malacanthus","brevirostris",32
"Actinopterygii","Malacanthidae","Malacanthus","latovittatus","Malacanthus","latovittatus",45
"Actinopterygii","Microdesmidae","Nemateleotris","magnifica","Nemateleotris","magnifica",9
"Actinopterygii","Microdesmidae","Parioglossus","philippinus","Parioglossus","philippinus",3.5
"Actinopterygii","Microdesmidae","Ptereleotris","evides","Ptereleotris","evides",14
"Actinopterygii","Microdesmidae","Ptereleotris","hanae","Ptereleotris","hanae",12
"Actinopterygii","Microdesmidae","Ptereleotris","heteroptera","Ptereleotris","heteroptera",14
"Actinopterygii","Microdesmidae","Ptereleotris","microlepis","Ptereleotris","microlepis",13
"Actinopterygii","Microdesmidae","Ptereleotris","monoptera","Ptereleotris","monoptera",12
"Actinopterygii","Microdesmidae","Ptereleotris","spp.",NA,NA,NA
"Actinopterygii","Microdesmidae","Ptereleotris","zebra","Ptereleotris","zebra",12
"Actinopterygii","Monacanthidae","Acanthaluteres","brownii","Acanthaluteres","brownii",55
"Actinopterygii","Monacanthidae","Acanthaluteres","spilomelanurus","Acanthaluteres","spilomelanurus",14
"Actinopterygii","Monacanthidae","Acanthaluteres","vittiger","Acanthaluteres","vittiger",35
"Actinopterygii","Monacanthidae","Aluterus","monoceros","Aluterus","monoceros",76.2
"Actinopterygii","Monacanthidae","Aluterus","scriptus","Aluterus","scriptus",110
"Actinopterygii","Monacanthidae","Amanses","scopas","Amanses","scopas",20
"Actinopterygii","Monacanthidae","Brachaluteres","jacksonianus","Brachaluteres","jacksonianus",10
"Actinopterygii","Monacanthidae","Brachaluteres","taylori","Brachaluteres","taylori",5
"Actinopterygii","Monacanthidae","Cantherhines","dumerilii","Cantherhines","dumerilii",38
"Actinopterygii","Monacanthidae","Cantherhines","fronticinctus","Cantherhines","fronticinctus",25
"Actinopterygii","Monacanthidae","Cantherhines","pardalis","Cantherhines","pardalis",25
"Actinopterygii","Monacanthidae","Cantheschenia","grandisquamis","Cantheschenia","grandisquamis",26
"Actinopterygii","Monacanthidae","Eubalichthys","bucephalus","Eubalichthys","bucephalus",50
"Actinopterygii","Monacanthidae","Eubalichthys","cyanoura","Eubalichthys","cyanoura",42
"Actinopterygii","Monacanthidae","Eubalichthys","gunnii","Eubalichthys","gunnii",60
"Actinopterygii","Monacanthidae","Eubalichthys","mosaicus","Eubalichthys","mosaicus",60
"Actinopterygii","Monacanthidae","Meuschenia","australis","Meuschenia","australis",30
"Actinopterygii","Monacanthidae","Meuschenia","flavolineata","Meuschenia","flavolineata",30
"Actinopterygii","Monacanthidae","Meuschenia","freycineti","Meuschenia","freycineti",60
"Actinopterygii","Monacanthidae","Meuschenia","galii","Meuschenia","galii",34
"Actinopterygii","Monacanthidae","Meuschenia","hippocrepis","Meuschenia","hippocrepis",51
"Actinopterygii","Monacanthidae","Meuschenia","scaber","Meuschenia","scaber",31
"Actinopterygii","Monacanthidae","Meuschenia","trachylepis","Meuschenia","trachylepis",40
"Actinopterygii","Monacanthidae","Meuschenia","venusta","Meuschenia","venusta",21
"Actinopterygii","Monacanthidae","Monacanthidae","spp.",NA,NA,NA
"Actinopterygii","Monacanthidae","Monacanthus","chinensis","Monacanthus","chinensis",38
"Actinopterygii","Monacanthidae","Nelusetta","ayraud","Nelusetta","ayraud",100
"Actinopterygii","Monacanthidae","Oxymonacanthus","longirostris","Oxymonacanthus","longirostris",12
"Actinopterygii","Monacanthidae","Paraluteres","prionurus","Paraluteres","prionurus",11
"Actinopterygii","Monacanthidae","Pervagor","alternans","Pervagor","alternans",16
"Actinopterygii","Monacanthidae","Pervagor","aspricaudus","Pervagor","aspricaudus",13
"Actinopterygii","Monacanthidae","Pervagor","janthinosoma","Pervagor","janthinosoma",13
"Actinopterygii","Monacanthidae","Pseudalutarius","nasicornis","Pseudalutarius","nasicornis",19
"Actinopterygii","Monacanthidae","Scobinichthys","granulatus","Scobinichthys","granulatus",30
"Actinopterygii","Monacanthidae","Thamnaconus","analis","Thamnaconus","analis",19.3
"Actinopterygii","Monacanthidae","Thamnaconus","degeni","Thamnaconus","degeni",28
"Actinopterygii","Monocentridae","Cleidopus","gloriamaris","Cleidopus","gloriamaris",22
"Actinopterygii","Monodactylidae","Monodactylus","argenteus","Monodactylus","argenteus",27
"Actinopterygii","Monodactylidae","Schuettea","scalaripinnis","Schuettea","scalaripinnis",20
"Actinopterygii","Monodactylidae","Schuettea","woodwardi","Schuettea","woodwardi",24
"Actinopterygii","Moridae","Lotella","rhacina","Lotella","rhacina",50
"Actinopterygii","Moridae","Pseudophycis","bachus","Pseudophycis","bachus",90
"Actinopterygii","Moridae","Pseudophycis","barbata","Pseudophycis","barbata",63
"Actinopterygii","Mugilidae","Crenimugil","crenilabis","Crenimugil","crenilabis",60
"Actinopterygii","Mugilidae","Mugil","cephalus","Mugil","cephalus",100
"Actinopterygii","Mugilidae","Myxus","elongatus","Myxus","elongatus",40
"Actinopterygii","Mullidae","Mulloidichthys","flavolineatus","Mulloidichthys","flavolineatus",43
"Actinopterygii","Mullidae","Mulloidichthys","vanicolensis","Mulloidichthys","vanicolensis",38
"Actinopterygii","Mullidae","Parupeneus","barberinoides","Parupeneus","barberinoides",30
"Actinopterygii","Mullidae","Parupeneus","barberinus","Parupeneus","barberinus",60
"Actinopterygii","Mullidae","Parupeneus","chrysopleuron","Parupeneus","chrysopleuron",55
"Actinopterygii","Mullidae","Parupeneus","ciliatus","Parupeneus","ciliatus",38
"Actinopterygii","Mullidae","Parupeneus","crassilabris","Parupeneus","crassilabris",38
"Actinopterygii","Mullidae","Parupeneus","cyclostomus","Parupeneus","cyclostomus",50
"Actinopterygii","Mullidae","Parupeneus","indicus","Parupeneus","indicus",45
"Actinopterygii","Mullidae","Parupeneus","multifasciatus","Parupeneus","multifasciatus",35
"Actinopterygii","Mullidae","Parupeneus","pleurostigma","Parupeneus","pleurostigma",33
"Actinopterygii","Mullidae","Parupeneus","spilurus","Parupeneus","spilurus",50
"Actinopterygii","Mullidae","Parupeneus","spp.",NA,NA,NA
"Actinopterygii","Mullidae","Upeneichthys","lineatus","Upeneichthys","lineatus",40
"Actinopterygii","Mullidae","Upeneichthys","vlamingii","Upeneichthys","vlamingii",35
"Actinopterygii","Mullidae","Upeneus","australiae","Upeneus","australiae",16
"Actinopterygii","Mullidae","Upeneus","tragula","Upeneus","tragula",25
"Actinopterygii","Muraenidae","Enchelycore","ramosa","Enchelycore","ramosa",150
"Actinopterygii","Muraenidae","Gymnomuraena","zebra","Gymnomuraena","zebra",150
"Actinopterygii","Muraenidae","Gymnothorax","annasona","Gymnothorax","annasona",55.3
"Actinopterygii","Muraenidae","Gymnothorax","buroensis","Gymnothorax","buroensis",38.7
"Actinopterygii","Muraenidae","Gymnothorax","cribroris","Gymnothorax","cribroris",75
"Actinopterygii","Muraenidae","Gymnothorax","eurostus","Gymnothorax","eurostus",60
"Actinopterygii","Muraenidae","Gymnothorax","favagineus","Gymnothorax","favagineus",300
"Actinopterygii","Muraenidae","Gymnothorax","flavimarginatus","Gymnothorax","flavimarginatus",240
"Actinopterygii","Muraenidae","Gymnothorax","javanicus","Gymnothorax","javanicus",300
"Actinopterygii","Muraenidae","Gymnothorax","meleagris","Gymnothorax","meleagris",120
"Actinopterygii","Muraenidae","Gymnothorax","nubilus","Gymnothorax","nubilus",82
"Actinopterygii","Muraenidae","Gymnothorax","prasinus","Gymnothorax","prasinus",91.5
"Actinopterygii","Muraenidae","Gymnothorax","spp.",NA,NA,NA
"Actinopterygii","Muraenidae","Gymnothorax","thrysoideus","Gymnothorax","thyrsoideus",73.2
"Actinopterygii","Muraenidae","Gymnothorax","undulatus","Gymnothorax","undulatus",150
"Actinopterygii","Nemipteridae","Pentapodus","aureofasciatus","Pentapodus","aureofasciatus",25
"Actinopterygii","Nemipteridae","Pentapodus","emeryii","Pentapodus","emeryii",35
"Actinopterygii","Nemipteridae","Pentapodus","paradiseus","Pentapodus","paradiseus",30
"Actinopterygii","Nemipteridae","Pentapodus","porosus","Pentapodus","porosus",27
"Actinopterygii","Nemipteridae","Pentapodus","vitta","Pentapodus","vitta",26
"Actinopterygii","Nemipteridae","Scaevius","milii","Scaevius","milii",20
"Actinopterygii","Nemipteridae","Scolopsis","bilineata","Scolopsis","bilineata",25
"Actinopterygii","Nemipteridae","Scolopsis","ciliata","Scolopsis","ciliata",25
"Actinopterygii","Nemipteridae","Scolopsis","lineata","Scolopsis","lineata",25
"Actinopterygii","Nemipteridae","Scolopsis","margaritifer","Scolopsis","margaritifera",28
"Actinopterygii","Nemipteridae","Scolopsis","monogramma","Scolopsis","monogramma",38
"Actinopterygii","Nemipteridae","Scolopsis","spp.",NA,NA,NA
"Actinopterygii","Nemipteridae","Scolopsis","trilineata","Scolopsis","trilineata",25
"Actinopterygii","Nemipteridae","Scolopsis","vosmeri","Scolopsis","vosmeri",25
"Actinopterygii","Nemipteridae","Scolopsis","xenochrous","Scolopsis","xenochrous",22
"Actinopterygii","Odacidae","Haletta","semifasciata","Haletta","semifasciata",29
"Actinopterygii","Odacidae","Heteroscarus","acroptilus","Heteroscarus","acroptilus",24
"Actinopterygii","Odacidae","Neoodax","balteatus","Neoodax","balteatus",14
"Actinopterygii","Odacidae","Olisthops","cyanomelas","Olisthops","cyanomelas",35
"Actinopterygii","Odacidae","Siphonognathus","attenuatus","Siphonognathus","attenuatus",12
"Actinopterygii","Odacidae","Siphonognathus","beddomei","Siphonognathus","beddomei",12
"Actinopterygii","Odacidae","Siphonognathus","caninis","Siphonognathus","caninis",10
"Actinopterygii","Odacidae","Siphonognathus","radiatus","Siphonognathus","radiatus",18
"Actinopterygii","Odacidae","Siphonognathus","spp.",NA,NA,NA
"Actinopterygii","Ophichthidae","Apterichtus","flavicaudus","Apterichtus","flavicaudus",80
"Actinopterygii","Ophichthidae","Scolecenchelys","breviceps","Scolecenchelys","breviceps",60
"Actinopterygii","Opistognathidae","Opistognathus","darwiniensis","Opistognathus","darwiniensis",50
"Actinopterygii","Ostraciidae","Anoplocapros","amygdaloides","Anoplocapros","amygdaloides",30
"Actinopterygii","Ostraciidae","Anoplocapros","inermis","Anoplocapros","inermis",37
"Actinopterygii","Ostraciidae","Anoplocapros","lenticularis","Anoplocapros","lenticularis",33
"Actinopterygii","Ostraciidae","Aracana","aurita","Aracana","aurita",20
"Actinopterygii","Ostraciidae","Aracana","ornata","Aracana","ornata",15
"Actinopterygii","Ostraciidae","Lactoria","fornasini","Lactoria","fornasini",23
"Actinopterygii","Ostraciidae","Ostracion","cubicus","Ostracion","cubicum",45
"Actinopterygii","Ostraciidae","Ostracion","meleagris","Ostracion","meleagris",25
"Actinopterygii","Ostraciidae","Ostracion","solorensis","Ostracion","solorense",12
"Actinopterygii","Ostraciidae","Rhynchostracion","nasus","Rhynchostracion","nasus",30
"Actinopterygii","Paralichthyidae","Pseudorhombus","jenynsii","Pseudorhombus","jenynsii",34
"Actinopterygii","Pataecidae","Aetapcus","maculatus","Aetapcus","maculatus",21
"Actinopterygii","Pempheridae","Parapriacanthus","elongatus","Parapriacanthus","elongatus",14
"Actinopterygii","Pempheridae","Parapriacanthus","ransonneti","Parapriacanthus","ransonneti",10
"Actinopterygii","Pempheridae","Pempheris","affinis","Pempheris","affinis",15
"Actinopterygii","Pempheridae","Pempheris","analis","Pempheris","analis",20
"Actinopterygii","Pempheridae","Pempheris","compressa","Pempheris","compressa",20
"Actinopterygii","Pempheridae","Pempheris","klunzingeri","Pempheris","klunzingeri",18
"Actinopterygii","Pempheridae","Pempheris","molucca","Pempheris","molucca",15
"Actinopterygii","Pempheridae","Pempheris","multiradiata","Pempheris","multiradiata",28
"Actinopterygii","Pempheridae","Pempheris","ornata","Pempheris","ornata",7.5
"Actinopterygii","Pempheridae","Pempheris","oualensis","Pempheris","oualensis",22
"Actinopterygii","Pempheridae","Pempheris","schwenkii","Pempheris","schwenkii",15
"Actinopterygii","Pempheridae","Pempheris","spp.",NA,NA,NA
"Actinopterygii","Pentacerotidae","Paristiopterus","gallipavo","Paristiopterus","gallipavo",100
"Actinopterygii","Pentacerotidae","Pentaceropsis","recurvirostris","Pentaceropsis","recurvirostris",50
"Actinopterygii","Pinguipedidae","Parapercis","australis","Parapercis","australis",9.2
"Actinopterygii","Pinguipedidae","Parapercis","clathrata","Parapercis","clathrata",24
"Actinopterygii","Pinguipedidae","Parapercis","haackei","Parapercis","haackei",10
"Actinopterygii","Pinguipedidae","Parapercis","hexophtalma","Parapercis","hexophtalma",29
"Actinopterygii","Pinguipedidae","Parapercis","lineopunctata","Parapercis","lineopunctata",7.4
"Actinopterygii","Pinguipedidae","Parapercis","millepunctata","Parapercis","millepunctata",18
"Actinopterygii","Pinguipedidae","Parapercis","multiplicata","Parapercis","multiplicata",15
"Actinopterygii","Pinguipedidae","Parapercis","nebulosa","Parapercis","nebulosa",25
"Actinopterygii","Pinguipedidae","Parapercis","pacifica","Parapercis","pacifica",18.6
"Actinopterygii","Pinguipedidae","Parapercis","queenslandica","Parapercis","queenslandica",20.8
"Actinopterygii","Pinguipedidae","Parapercis","ramsayi","Parapercis","ramsayi",20
"Actinopterygii","Pinguipedidae","Parapercis","snyderi","Parapercis","snyderi",11
"Actinopterygii","Pinguipedidae","Parapercis","stricticeps","Parapercis","stricticeps",18
"Actinopterygii","Pinguipedidae","Parapercis","xanthozona","Parapercis","xanthozona",23
"Actinopterygii","Platycephalidae","Cymbacephalus","beauforti","Cymbacephalus","beauforti",50
"Actinopterygii","Platycephalidae","Leviprora","inops","Leviprora","inops",29.2
"Actinopterygii","Platycephalidae","Platycephalidae","spp.",NA,NA,NA
"Actinopterygii","Platycephalidae","Platycephalus","bassensis","Platycephalus","bassensis",46
"Actinopterygii","Platycephalidae","Platycephalus","endrachtensis","Platycephalus","endrachtensis",45
"Actinopterygii","Platycephalidae","Platycephalus","fuscus","Platycephalus","fuscus",120
"Actinopterygii","Platycephalidae","Platycephalus","laevigatus","Platycephalus","laevigatus",50
"Actinopterygii","Platycephalidae","Platycephalus","speculator","Platycephalus","speculator",90
"Actinopterygii","Platycephalidae","Thysanophrys","cirronasa","Thysanophrys","cirronasus",38
"Actinopterygii","Plesiopidae","Assessor","flavissimus","Assessor","flavissimus",6
"Actinopterygii","Plesiopidae","Assessor","macneilli","Assessor","macneilli",6
"Actinopterygii","Plesiopidae","Calloplesiops","altivelis","Calloplesiops","altivelis",20
"Actinopterygii","Plesiopidae","Paraplesiops","bleekeri","Paraplesiops","bleekeri",NA
"Actinopterygii","Plesiopidae","Paraplesiops","meleagris","Paraplesiops","meleagris",33
"Actinopterygii","Plesiopidae","Paraplesiops","sinclairi","Paraplesiops","sinclairi",22
"Actinopterygii","Plesiopidae","Trachinops","brauni","Trachinops","brauni",8
"Actinopterygii","Plesiopidae","Trachinops","caudimaculatus","Trachinops","caudimaculatus",15
"Actinopterygii","Plesiopidae","Trachinops","noarlungae","Trachinops","noarlungae",15
"Actinopterygii","Plesiopidae","Trachinops","taeniatus","Trachinops","taeniatus",NA
"Actinopterygii","Plotosidae","Cnidoglanis","macrocephalus","Cnidoglanis","macrocephalus",91
"Actinopterygii","Plotosidae","Paraplotosus","butleri","Paraplotosus","butleri",32.5
"Actinopterygii","Plotosidae","Plotosus","lineatus","Plotosus","lineatus",32
"Actinopterygii","Pomacanthidae","Apolemichthys","trimaculatus","Apolemichthys","trimaculatus",26
"Actinopterygii","Pomacanthidae","Centropyge","bicolor","Centropyge","bicolor",15
"Actinopterygii","Pomacanthidae","Centropyge","bispinosa","Centropyge","bispinosa",10
"Actinopterygii","Pomacanthidae","Centropyge","eibli","Centropyge","eibli",15
"Actinopterygii","Pomacanthidae","Centropyge","flavissima","Centropyge","flavissima",14
"Actinopterygii","Pomacanthidae","Centropyge","heraldi","Centropyge","heraldi",12
"Actinopterygii","Pomacanthidae","Centropyge","loricula","Centropyge","loriculus",15
"Actinopterygii","Pomacanthidae","Centropyge","nox","Centropyge","nox",10
"Actinopterygii","Pomacanthidae","Centropyge","spp.",NA,NA,NA
"Actinopterygii","Pomacanthidae","Centropyge","tibicen","Centropyge","tibicen",19
"Actinopterygii","Pomacanthidae","Centropyge","vrolikii","Centropyge","vrolikii",12
"Actinopterygii","Pomacanthidae","Chaetodontoplus","conspicillatus","Chaetodontoplus","conspicillatus",10
"Actinopterygii","Pomacanthidae","Chaetodontoplus","duboulayi","Chaetodontoplus","duboulayi",28
"Actinopterygii","Pomacanthidae","Chaetodontoplus","meredithi","Chaetodontoplus","meredithi",25
"Actinopterygii","Pomacanthidae","Chaetodontoplus","mesoleucus","Chaetodontoplus","mesoleucus",18
"Actinopterygii","Pomacanthidae","Chaetodontoplus","personifer","Chaetodontoplus","personifer",35
"Actinopterygii","Pomacanthidae","Genicanthus","lamarck","Genicanthus","lamarck",25
"Actinopterygii","Pomacanthidae","Genicanthus","melanospilos","Genicanthus","melanospilos",18
"Actinopterygii","Pomacanthidae","Genicanthus","semicinctus","Genicanthus","semicinctus",21
"Actinopterygii","Pomacanthidae","Genicanthus","watanabei","Genicanthus","watanabei",15
"Actinopterygii","Pomacanthidae","Paracentropyge","multifasciata","Paracentropyge","multifasciata",12
"Actinopterygii","Pomacanthidae","Pomacanthus","imperator","Pomacanthus","imperator",40
"Actinopterygii","Pomacanthidae","Pomacanthus","semicirculatus","Pomacanthus","semicirculatus",40
"Actinopterygii","Pomacanthidae","Pomacanthus","sexstriatus","Pomacanthus","sexstriatus",46
"Actinopterygii","Pomacanthidae","Pomacanthus","xanthometopon","Pomacanthus","xanthometopon",38
"Actinopterygii","Pomacanthidae","Pygoplites","diacanthus","Pygoplites","diacanthus",25
"Actinopterygii","Pomacentridae","Abudefduf","bengalensis","Abudefduf","bengalensis",17
"Actinopterygii","Pomacentridae","Abudefduf","sexfasciatus","Abudefduf","sexfasciatus",19
"Actinopterygii","Pomacentridae","Abudefduf","sordidus","Abudefduf","sordidus",24
"Actinopterygii","Pomacentridae","Abudefduf","vaigiensis","Abudefduf","vaigiensis",20
"Actinopterygii","Pomacentridae","Abudefduf","whitleyi","Abudefduf","whitleyi",14
"Actinopterygii","Pomacentridae","Acanthochromis","polyacanthus","Acanthochromis","polyacanthus",14
"Actinopterygii","Pomacentridae","Amblyglyphidodon","aureus","Amblyglyphidodon","aureus",13
"Actinopterygii","Pomacentridae","Amblyglyphidodon","batunai","Amblyglyphidodon","batunaorum",10
"Actinopterygii","Pomacentridae","Amblyglyphidodon","curacao","Amblyglyphidodon","curacao",11
"Actinopterygii","Pomacentridae","Amblyglyphidodon","leucogaster","Amblyglyphidodon","leucogaster",13
"Actinopterygii","Pomacentridae","Amblyglyphidodon","orbicularis","Amblyglyphidodon","orbicularis",8.3
"Actinopterygii","Pomacentridae","Amblyglyphidodon","ternatensis","Amblyglyphidodon","ternatensis",10
"Actinopterygii","Pomacentridae","Amphiprion","akindynos","Amphiprion","akindynos",9
"Actinopterygii","Pomacentridae","Amphiprion","chrysopterus","Amphiprion","chrysopterus",17
"Actinopterygii","Pomacentridae","Amphiprion","clarkii","Amphiprion","clarkii",15
"Actinopterygii","Pomacentridae","Amphiprion","latezonatus","Amphiprion","latezonatus",14
"Actinopterygii","Pomacentridae","Amphiprion","mccullochi","Amphiprion","mccullochi",12
"Actinopterygii","Pomacentridae","Amphiprion","melanopus","Amphiprion","melanopus",12
"Actinopterygii","Pomacentridae","Amphiprion","ocellaris","Amphiprion","ocellaris",11
"Actinopterygii","Pomacentridae","Amphiprion","perideraion","Amphiprion","perideraion",10
"Actinopterygii","Pomacentridae","Amphiprion","rubrocinctus","Amphiprion","rubrocinctus",12
"Actinopterygii","Pomacentridae","Amphiprion","sandaracinos","Amphiprion","sandaracinos",14
"Actinopterygii","Pomacentridae","Cheiloprion","labiatus","Cheiloprion","labiatus",6
"Actinopterygii","Pomacentridae","Chromis","agilis","Pycnochromis","agilis",4.9
"Actinopterygii","Pomacentridae","Chromis","alpha","Chromis","alpha",8.5
"Actinopterygii","Pomacentridae","Chromis","amboinensis","Pycnochromis","amboinensis",10
"Actinopterygii","Pomacentridae","Chromis","atripectoralis","Chromis","atripectoralis",12
"Actinopterygii","Pomacentridae","Chromis","atripes","Pycnochromis","atripes",9
"Actinopterygii","Pomacentridae","Chromis","caudalis","Pycnochromis","caudalis",7.5
"Actinopterygii","Pomacentridae","Chromis","chrysura","Chromis","chrysura",14
"Actinopterygii","Pomacentridae","Chromis","cinerascens","Chromis","cinerascens",13
"Actinopterygii","Pomacentridae","Chromis","fumea","Chromis","fumea",10
"Actinopterygii","Pomacentridae","Chromis","hypsilepis","Chromis","hypsilepis",16
"Actinopterygii","Pomacentridae","Chromis","iomelas","Pycnochromis","iomelas",8
"Actinopterygii","Pomacentridae","Chromis","kennensis","Chromis","kennensis",NA
"Actinopterygii","Pomacentridae","Chromis","klunzingeri","Chromis","klunzingeri",6.5
"Actinopterygii","Pomacentridae","Chromis","lepidolepis","Azurina","lepidolepis",9
"Actinopterygii","Pomacentridae","Chromis","lineata","Pycnochromis","lineatus",7
"Actinopterygii","Pomacentridae","Chromis","margaritifer","Pycnochromis","margaritifer",10.2
"Actinopterygii","Pomacentridae","Chromis","nigrura","Pycnochromis","nigrurus",6
"Actinopterygii","Pomacentridae","Chromis","nitida","Chromis","nitida",7
"Actinopterygii","Pomacentridae","Chromis","retrofasciata","Pycnochromis","retrofasciatus",6
"Actinopterygii","Pomacentridae","Chromis","spp.",NA,NA,NA
"Actinopterygii","Pomacentridae","Chromis","ternatensis","Chromis","ternatensis",10.5
"Actinopterygii","Pomacentridae","Chromis","vanderbilti","Pycnochromis","vanderbilti",6
"Actinopterygii","Pomacentridae","Chromis","viridis","Chromis","viridis",10
"Actinopterygii","Pomacentridae","Chromis","weberi","Chromis","weberi",13.5
"Actinopterygii","Pomacentridae","Chromis","westaustralis","Chromis","westaustralis",8.5
"Actinopterygii","Pomacentridae","Chromis","xanthochira","Chromis","xanthochira",14
"Actinopterygii","Pomacentridae","Chromis","xanthura","Chromis","xanthura",17
"Actinopterygii","Pomacentridae","Chrysiptera","biocellata","Chrysiptera","biocellata",12.5
"Actinopterygii","Pomacentridae","Chrysiptera","brownriggii","Chrysiptera","brownriggii",8
"Actinopterygii","Pomacentridae","Chrysiptera","caesifrons","Chrysiptera","caesifrons",4.8
"Actinopterygii","Pomacentridae","Chrysiptera","cyanea","Chrysiptera","cyanea",8.5
"Actinopterygii","Pomacentridae","Chrysiptera","flavipinnis","Chrysiptera","flavipinnis",8
"Actinopterygii","Pomacentridae","Chrysiptera","hemicyanea","Chrysiptera","hemicyanea",7
"Actinopterygii","Pomacentridae","Chrysiptera","notialis","Chrysiptera","notialis",9
"Actinopterygii","Pomacentridae","Chrysiptera","rex","Chrysiptera","rex",7
"Actinopterygii","Pomacentridae","Chrysiptera","rollandi","Chrysiptera","rollandi",7.5
"Actinopterygii","Pomacentridae","Chrysiptera","talboti","Chrysiptera","talboti",6
"Actinopterygii","Pomacentridae","Chrysiptera","taupou","Chrysiptera","taupou",8
"Actinopterygii","Pomacentridae","Dascyllus","aruanus","Dascyllus","aruanus",10
"Actinopterygii","Pomacentridae","Dascyllus","melanurus","Dascyllus","melanurus",8
"Actinopterygii","Pomacentridae","Dascyllus","reticulatus","Dascyllus","reticulatus",9
"Actinopterygii","Pomacentridae","Dascyllus","trimaculatus","Dascyllus","trimaculatus",14
"Actinopterygii","Pomacentridae","Dischistodus","melanotus","Dischistodus","melanotus",16
"Actinopterygii","Pomacentridae","Dischistodus","perspicillatus","Dischistodus","perspicillatus",18
"Actinopterygii","Pomacentridae","Dischistodus","prosopotaenia","Dischistodus","prosopotaenia",18.5
"Actinopterygii","Pomacentridae","Dischistodus","pseudochrysopoecilus","Dischistodus","pseudochrysopoecilus",18
"Actinopterygii","Pomacentridae","Dischistodus","spp.",NA,NA,NA
