"class","family","genus","species","valid_genus","valid_species","bodySize","size_class"
"Actinopterygii","Labridae","Notolabrus","tetricus","Notolabrus","tetricus",50,30
"Actinopterygii","Labridae","Novaculichthys","taeniourus","Novaculichthys","taeniourus",30,20
"Actinopterygii","Labridae","Ophthalmolepis","lineolatus","Ophthalmolepis","lineolata",40,12.5
"Actinopterygii","Labridae","Oxycheilinus","bimaculatus","Oxycheilinus","bimaculatus",15,7.5
"Actinopterygii","Labridae","Oxycheilinus","digramma","Oxycheilinus","digramma",40,10
"Actinopterygii","Labridae","Oxycheilinus","orientalis","Oxycheilinus","orientalis",20,5
"Actinopterygii","Labridae","Oxycheilinus","spp.",NA,NA,18.5928774625493,5
"Actinopterygii","Labridae","Oxycheilinus","unifasciatus","Oxycheilinus","unifasciatus",46,10
"Actinopterygii","Labridae","Pictilabrus","laticlavius","Pictilabrus","laticlavius",23,20
"Actinopterygii","Labridae","Pictilabrus","viridis","Pictilabrus","viridis",14.1,15
"Actinopterygii","Labridae","Pseudocheilinus","evanidus","Pseudocheilinus","evanidus",9,2.5
"Actinopterygii","Labridae","Pseudocheilinus","hexataenia","Pseudocheilinus","hexataenia",10,2.5
"Actinopterygii","Labridae","Pseudocheilinus","octotaenia","Pseudocheilinus","octotaenia",14,7.5
"Actinopterygii","Labridae","Pseudocoris","yamashiroi","Pseudocoris","yamashiroi",16,2.5
"Actinopterygii","Labridae","Pseudodax","moluccanus","Pseudodax","moluccanus",30,20
"Actinopterygii","Labridae","Pseudojuloides","cerasinus","Pseudojuloides","cerasinus",25.0280474279254,10
"Actinopterygii","Labridae","Pseudojuloides","elongatus","Pseudojuloides","elongatus",14,12.5
"Actinopterygii","Labridae","Pseudolabrus","biserialis","Pseudolabrus","biserialis",17.2,20
"Actinopterygii","Labridae","Pseudolabrus","guentheri","Pseudolabrus","guentheri",18,12.5
"Actinopterygii","Labridae","Pseudolabrus","luculentus","Pseudolabrus","luculentus",17,15
"Actinopterygii","Labridae","Pseudolabrus","rubicundus","Pseudolabrus","rubicundus",37.8983873586776,20
"Actinopterygii","Labridae","Pteragogus","cryptus","Pteragogus","cryptus",9.5,7.5
"Actinopterygii","Labridae","Pteragogus","enneacanthus","Pteragogus","enneacanthus",15,5
"Actinopterygii","Labridae","Pteragogus","spp.",NA,NA,18.5928774625493,5
"Actinopterygii","Labridae","Stethojulis","bandanensis","Stethojulis","bandanensis",15,7.5
"Actinopterygii","Labridae","Stethojulis","interrupta","Stethojulis","interrupta",13,5
"Actinopterygii","Labridae","Stethojulis","spp.",NA,NA,18.5928774625493,5
"Actinopterygii","Labridae","Stethojulis","strigiventer","Stethojulis","strigiventer",15,5
"Actinopterygii","Labridae","Suezichthys","arquatus","Suezichthys","arquatus",13.5,12.5
"Actinopterygii","Labridae","Suezichthys","aylingi","Suezichthys","aylingi",11.7,12.5
"Actinopterygii","Labridae","Suezichthys","cyanolaemus","Suezichthys","cyanolaemus",9.7,10
"Actinopterygii","Labridae","Suezichthys","devisi","Suezichthys","devisi",14,10
"Actinopterygii","Labridae","Thalassoma","amblycephalum","Thalassoma","amblycephalum",16,7.5
"Actinopterygii","Labridae","Thalassoma","hardwicke","Thalassoma","hardwicke",20,7.5
"Actinopterygii","Labridae","Thalassoma","jansenii","Thalassoma","jansenii",20,7.5
"Actinopterygii","Labridae","Thalassoma","lunare","Thalassoma","lunare",45,10
"Actinopterygii","Labridae","Thalassoma","lutescens","Thalassoma","lutescens",30,7.5
"Actinopterygii","Labridae","Thalassoma","nigrofasciatum","Thalassoma","nigrofasciatum",20,10
"Actinopterygii","Labridae","Thalassoma","purpureum","Thalassoma","purpureum",46,35
"Actinopterygii","Labridae","Thalassoma","quinquevittatum","Thalassoma","quinquevittatum",17,10
"Actinopterygii","Labridae","Thalassoma","septemfasciatum","Thalassoma","septemfasciatum",31,25
"Actinopterygii","Labridae","Thalassoma","spp.",NA,NA,18.5928774625493,5
"Actinopterygii","Labridae","Thalassoma","trilobatum","Thalassoma","trilobatum",30,20
"Actinopterygii","Latidae","Psammoperca","waigiensis","Psammoperca","waigiensis",47,30
"Actinopterygii","Latridae","Latridopsis","ciliaris","Latridopsis","ciliaris",80,50
"Actinopterygii","Latridae","Latridopsis","forsteri","Latridopsis","forsteri",65,35
"Actinopterygii","Lethrinidae","Gnathodentex","aureolineatus","Gnathodentex","aureolineatus",30,15
"Actinopterygii","Lethrinidae","Gymnocranius","audleyi","Gymnocranius","audleyi",40,30
"Actinopterygii","Lethrinidae","Gymnocranius","euanus","Gymnocranius","euanus",45,10
"Actinopterygii","Lethrinidae","Gymnocranius","microdon","Gymnocranius","microdon",45,35
"Actinopterygii","Lethrinidae","Gymnocranius","superciliosus","Gymnocranius","superciliosus",43,25
"Actinopterygii","Lethrinidae","Lethrinidae","spp.",NA,NA,21.1905544637803,5
"Actinopterygii","Lethrinidae","Lethrinus","atkinsoni","Lethrinus","atkinsoni",50,25
"Actinopterygii","Lethrinidae","Lethrinus","erythracanthus","Lethrinus","erythracanthus",70,30
"Actinopterygii","Lethrinidae","Lethrinus","erythropterus","Lethrinus","erythropterus",50,35
"Actinopterygii","Lethrinidae","Lethrinus","genivittatus","Lethrinus","genivittatus",25,30
"Actinopterygii","Lethrinidae","Lethrinus","harak","Lethrinus","harak",50,25
"Actinopterygii","Lethrinidae","Lethrinus","laticaudis","Lethrinus","laticaudis",56,30
"Actinopterygii","Lethrinidae","Lethrinus","lentjan","Lethrinus","lentjan",52,40
"Actinopterygii","Lethrinidae","Lethrinus","miniatus","Lethrinus","miniatus",90,40
"Actinopterygii","Lethrinidae","Lethrinus","nebulosus","Lethrinus","nebulosus",87,40
"Actinopterygii","Lethrinidae","Lethrinus","obsoletus","Lethrinus","obsoletus",60,30
"Actinopterygii","Lethrinidae","Lethrinus","olivaceus","Lethrinus","olivaceus",100,40
"Actinopterygii","Lethrinidae","Lethrinus","ornatus","Lethrinus","ornatus",45,25
"Actinopterygii","Lethrinidae","Lethrinus","punctulatus","Lethrinus","lentjan",52,40
"Actinopterygii","Lethrinidae","Lethrinus","spp.",NA,NA,21.1905544637803,5
"Actinopterygii","Lethrinidae","Lethrinus","variegatus","Lethrinus","variegatus",20,25
"Actinopterygii","Lethrinidae","Lethrinus","xanthochilus","Lethrinus","xanthochilus",70,50
"Actinopterygii","Lethrinidae","Monotaxis","grandoculis","Monotaxis","grandoculis",60,25
"Actinopterygii","Lethrinidae","Monotaxis","heterodon","Monotaxis","heterodon",46.9312343252846,25
"Actinopterygii","Lutjanidae","Aphareus","furca","Aphareus","furca",70,35
"Actinopterygii","Lutjanidae","Aprion","virescens","Aprion","virescens",112,62.5
"Actinopterygii","Lutjanidae","Lutjanus","adetii","Lutjanus","adetii",50,30
"Actinopterygii","Lutjanidae","Lutjanus","argentimaculatus","Lutjanus","argentimaculatus",150,50
"Actinopterygii","Lutjanidae","Lutjanus","bohar","Lutjanus","bohar",90,50
"Actinopterygii","Lutjanidae","Lutjanus","carponotatus","Lutjanus","carponotatus",40,30
"Actinopterygii","Lutjanidae","Lutjanus","decussatus","Lutjanus","decussatus",35,20
"Actinopterygii","Lutjanidae","Lutjanus","ehrenbergii","Lutjanus","ehrenbergii",35,20
"Actinopterygii","Lutjanidae","Lutjanus","fulviflamma","Lutjanus","fulviflamma",35,20
"Actinopterygii","Lutjanidae","Lutjanus","fulvus","Lutjanus","fulvus",40,15
"Actinopterygii","Lutjanidae","Lutjanus","gibbus","Lutjanus","gibbus",50,30
"Actinopterygii","Lutjanidae","Lutjanus","johnii","Lutjanus","johnii",97,40
"Actinopterygii","Lutjanidae","Lutjanus","kasmira","Lutjanus","kasmira",40,25
"Actinopterygii","Lutjanidae","Lutjanus","lemniscatus","Lutjanus","lemniscatus",65,25
"Actinopterygii","Lutjanidae","Lutjanus","lutjanus","Lutjanus","lutjanus",35,15
"Actinopterygii","Lutjanidae","Lutjanus","monostigma","Lutjanus","monostigma",60,25
"Actinopterygii","Lutjanidae","Lutjanus","quinquelineatus","Lutjanus","quinquelineatus",38,25
"Actinopterygii","Lutjanidae","Lutjanus","rivulatus","Lutjanus","rivulatus",80,50
"Actinopterygii","Lutjanidae","Lutjanus","russellii","Lutjanus","russellii",50,35
"Actinopterygii","Lutjanidae","Lutjanus","sebae","Lutjanus","sebae",116,35
"Actinopterygii","Lutjanidae","Lutjanus","spp.",NA,NA,27.2201732766765,5
"Actinopterygii","Lutjanidae","Lutjanus","vitta","Lutjanus","vitta",40,30
"Actinopterygii","Lutjanidae","Macolor","macularis","Macolor","macularis",60,25
"Actinopterygii","Lutjanidae","Macolor","niger","Macolor","niger",75,35
"Actinopterygii","Lutjanidae","Paracaesio","xanthura","Paracaesio","xanthura",50,12.5
"Actinopterygii","Lutjanidae","Symphorichthys","spilurus","Symphorichthys","spilurus",60,40
"Actinopterygii","Lutjanidae","Symphorus","nematophorus","Symphorus","nematophorus",100,100
"Actinopterygii","Malacanthidae","Malacanthus","brevirostris","Malacanthus","brevirostris",32,10
"Actinopterygii","Malacanthidae","Malacanthus","latovittatus","Malacanthus","latovittatus",45,25
"Actinopterygii","Microdesmidae","Nemateleotris","magnifica","Nemateleotris","magnifica",9,5
"Actinopterygii","Microdesmidae","Parioglossus","philippinus","Parioglossus","philippinus",3.5,2.5
"Actinopterygii","Microdesmidae","Ptereleotris","evides","Ptereleotris","evides",14,10
"Actinopterygii","Microdesmidae","Ptereleotris","hanae","Ptereleotris","hanae",12,5
"Actinopterygii","Microdesmidae","Ptereleotris","heteroptera","Ptereleotris","heteroptera",14,7.5
"Actinopterygii","Microdesmidae","Ptereleotris","microlepis","Ptereleotris","microlepis",13,5
"Actinopterygii","Microdesmidae","Ptereleotris","monoptera","Ptereleotris","monoptera",12,12.5
"Actinopterygii","Microdesmidae","Ptereleotris","spp.",NA,NA,8.37211314014805,5
"Actinopterygii","Microdesmidae","Ptereleotris","zebra","Ptereleotris","zebra",12,10
"Actinopterygii","Monacanthidae","Acanthaluteres","brownii","Acanthaluteres","brownii",55,30
"Actinopterygii","Monacanthidae","Acanthaluteres","spilomelanurus","Acanthaluteres","spilomelanurus",14,20
"Actinopterygii","Monacanthidae","Acanthaluteres","vittiger","Acanthaluteres","vittiger",35,25
"Actinopterygii","Monacanthidae","Aluterus","monoceros","Aluterus","monoceros",76.2,40
"Actinopterygii","Monacanthidae","Aluterus","scriptus","Aluterus","scriptus",110,50
"Actinopterygii","Monacanthidae","Amanses","scopas","Amanses","scopas",20,10
"Actinopterygii","Monacanthidae","Brachaluteres","jacksonianus","Brachaluteres","jacksonianus",10,2.5
"Actinopterygii","Monacanthidae","Brachaluteres","taylori","Brachaluteres","taylori",5,2.5
"Actinopterygii","Monacanthidae","Cantherhines","dumerilii","Cantherhines","dumerilii",38,20
"Actinopterygii","Monacanthidae","Cantherhines","fronticinctus","Cantherhines","fronticinctus",25,25
"Actinopterygii","Monacanthidae","Cantherhines","pardalis","Cantherhines","pardalis",25,12.5
"Actinopterygii","Monacanthidae","Cantheschenia","grandisquamis","Cantheschenia","grandisquamis",26,20
"Actinopterygii","Monacanthidae","Eubalichthys","bucephalus","Eubalichthys","bucephalus",50,25
"Actinopterygii","Monacanthidae","Eubalichthys","cyanoura","Eubalichthys","cyanoura",42,30
"Actinopterygii","Monacanthidae","Eubalichthys","gunnii","Eubalichthys","gunnii",60,15
"Actinopterygii","Monacanthidae","Eubalichthys","mosaicus","Eubalichthys","mosaicus",60,15
"Actinopterygii","Monacanthidae","Meuschenia","australis","Meuschenia","australis",30,30
"Actinopterygii","Monacanthidae","Meuschenia","flavolineata","Meuschenia","flavolineata",30,15
"Actinopterygii","Monacanthidae","Meuschenia","freycineti","Meuschenia","freycineti",60,35
"Actinopterygii","Monacanthidae","Meuschenia","galii","Meuschenia","galii",34,12.5
"Actinopterygii","Monacanthidae","Meuschenia","hippocrepis","Meuschenia","hippocrepis",51,5
"Actinopterygii","Monacanthidae","Meuschenia","scaber","Meuschenia","scaber",31,20
"Actinopterygii","Monacanthidae","Meuschenia","trachylepis","Meuschenia","trachylepis",40,35
"Actinopterygii","Monacanthidae","Meuschenia","venusta","Meuschenia","venusta",21,15
"Actinopterygii","Monacanthidae","Monacanthidae","spp.",NA,NA,18.543691234858,5
"Actinopterygii","Monacanthidae","Monacanthus","chinensis","Monacanthus","chinensis",38,30
"Actinopterygii","Monacanthidae","Nelusetta","ayraud","Nelusetta","ayraud",100,25
"Actinopterygii","Monacanthidae","Oxymonacanthus","longirostris","Oxymonacanthus","longirostris",12,7.5
"Actinopterygii","Monacanthidae","Paraluteres","prionurus","Paraluteres","prionurus",11,5
"Actinopterygii","Monacanthidae","Pervagor","alternans","Pervagor","alternans",16,7.5
"Actinopterygii","Monacanthidae","Pervagor","aspricaudus","Pervagor","aspricaudus",13,7.5
"Actinopterygii","Monacanthidae","Pervagor","janthinosoma","Pervagor","janthinosoma",13,5
"Actinopterygii","Monacanthidae","Pseudalutarius","nasicornis","Pseudalutarius","nasicornis",19,5
"Actinopterygii","Monacanthidae","Scobinichthys","granulatus","Scobinichthys","granulatus",30,2.5
"Actinopterygii","Monacanthidae","Thamnaconus","analis","Thamnaconus","analis",19.3,20
"Actinopterygii","Monacanthidae","Thamnaconus","degeni","Thamnaconus","degeni",28,15
"Actinopterygii","Monocentridae","Cleidopus","gloriamaris","Cleidopus","gloriamaris",22,10
"Actinopterygii","Monodactylidae","Monodactylus","argenteus","Monodactylus","argenteus",27,12.5
"Actinopterygii","Monodactylidae","Schuettea","scalaripinnis","Schuettea","scalaripinnis",20,10
"Actinopterygii","Monodactylidae","Schuettea","woodwardi","Schuettea","woodwardi",24,10
"Actinopterygii","Moridae","Lotella","rhacina","Lotella","rhacina",50,35
"Actinopterygii","Moridae","Pseudophycis","bachus","Pseudophycis","bachus",90,30
"Actinopterygii","Moridae","Pseudophycis","barbata","Pseudophycis","barbata",63,25
"Actinopterygii","Mugilidae","Crenimugil","crenilabis","Crenimugil","crenilabis",60,40
"Actinopterygii","Mugilidae","Mugil","cephalus","Mugil","cephalus",100,20
"Actinopterygii","Mugilidae","Myxus","elongatus","Myxus","elongatus",40,20
"Actinopterygii","Mullidae","Mulloidichthys","flavolineatus","Mulloidichthys","flavolineatus",43,7.5
"Actinopterygii","Mullidae","Mulloidichthys","vanicolensis","Mulloidichthys","vanicolensis",38,12.5
"Actinopterygii","Mullidae","Parupeneus","barberinoides","Parupeneus","barberinoides",30,15
"Actinopterygii","Mullidae","Parupeneus","barberinus","Parupeneus","barberinus",60,30
"Actinopterygii","Mullidae","Parupeneus","chrysopleuron","Parupeneus","chrysopleuron",55,15
"Actinopterygii","Mullidae","Parupeneus","ciliatus","Parupeneus","ciliatus",38,12.5
"Actinopterygii","Mullidae","Parupeneus","crassilabris","Parupeneus","crassilabris",38,15
"Actinopterygii","Mullidae","Parupeneus","cyclostomus","Parupeneus","cyclostomus",50,25
"Actinopterygii","Mullidae","Parupeneus","indicus","Parupeneus","indicus",45,15
"Actinopterygii","Mullidae","Parupeneus","multifasciatus","Parupeneus","multifasciatus",35,20
"Actinopterygii","Mullidae","Parupeneus","pleurostigma","Parupeneus","pleurostigma",33,12.5
"Actinopterygii","Mullidae","Parupeneus","spilurus","Parupeneus","spilurus",50,20
"Actinopterygii","Mullidae","Parupeneus","spp.",NA,NA,26.1649619464119,5
"Actinopterygii","Mullidae","Upeneichthys","lineatus","Upeneichthys","lineatus",40,12.5
"Actinopterygii","Mullidae","Upeneichthys","vlamingii","Upeneichthys","vlamingii",35,10
"Actinopterygii","Mullidae","Upeneus","australiae","Upeneus","australiae",16,7.5
"Actinopterygii","Mullidae","Upeneus","tragula","Upeneus","tragula",25,15
"Actinopterygii","Muraenidae","Enchelycore","ramosa","Enchelycore","ramosa",150,50
"Actinopterygii","Muraenidae","Gymnomuraena","zebra","Gymnomuraena","zebra",150,87.5
"Actinopterygii","Muraenidae","Gymnothorax","annasona","Gymnothorax","annasona",55.3,50
"Actinopterygii","Muraenidae","Gymnothorax","buroensis","Gymnothorax","buroensis",38.7,20
"Actinopterygii","Muraenidae","Gymnothorax","cribroris","Gymnothorax","cribroris",75,40
"Actinopterygii","Muraenidae","Gymnothorax","eurostus","Gymnothorax","eurostus",60,87.5
"Actinopterygii","Muraenidae","Gymnothorax","favagineus","Gymnothorax","favagineus",300,125
"Actinopterygii","Muraenidae","Gymnothorax","flavimarginatus","Gymnothorax","flavimarginatus",240,112.5
"Actinopterygii","Muraenidae","Gymnothorax","javanicus","Gymnothorax","javanicus",300,150
"Actinopterygii","Muraenidae","Gymnothorax","meleagris","Gymnothorax","meleagris",120,62.5
"Actinopterygii","Muraenidae","Gymnothorax","nubilus","Gymnothorax","nubilus",82,20
"Actinopterygii","Muraenidae","Gymnothorax","prasinus","Gymnothorax","prasinus",91.5,35
"Actinopterygii","Muraenidae","Gymnothorax","spp.",NA,NA,51.2654750917316,5
"Actinopterygii","Muraenidae","Gymnothorax","thrysoideus","Gymnothorax","thyrsoideus",73.2,50
"Actinopterygii","Muraenidae","Gymnothorax","undulatus","Gymnothorax","undulatus",150,87.5
"Actinopterygii","Nemipteridae","Pentapodus","aureofasciatus","Pentapodus","aureofasciatus",25,20
"Actinopterygii","Nemipteridae","Pentapodus","emeryii","Pentapodus","emeryii",35,15
"Actinopterygii","Nemipteridae","Pentapodus","paradiseus","Pentapodus","paradiseus",30,20
"Actinopterygii","Nemipteridae","Pentapodus","porosus","Pentapodus","porosus",27,7.5
"Actinopterygii","Nemipteridae","Pentapodus","vitta","Pentapodus","vitta",26,20
"Actinopterygii","Nemipteridae","Scaevius","milii","Scaevius","milii",20,20
"Actinopterygii","Nemipteridae","Scolopsis","bilineata","Scolopsis","bilineata",25,5
"Actinopterygii","Nemipteridae","Scolopsis","ciliata","Scolopsis","ciliata",25,15
"Actinopterygii","Nemipteridae","Scolopsis","lineata","Scolopsis","lineata",25,30
"Actinopterygii","Nemipteridae","Scolopsis","margaritifer","Scolopsis","margaritifera",28,20
"Actinopterygii","Nemipteridae","Scolopsis","monogramma","Scolopsis","monogramma",38,20
"Actinopterygii","Nemipteridae","Scolopsis","spp.",NA,NA,10.5393904449392,5
"Actinopterygii","Nemipteridae","Scolopsis","trilineata","Scolopsis","trilineata",25,20
"Actinopterygii","Nemipteridae","Scolopsis","vosmeri","Scolopsis","vosmeri",25,20
"Actinopterygii","Nemipteridae","Scolopsis","xenochrous","Scolopsis","xenochrous",22,15
"Actinopterygii","Odacidae","Haletta","semifasciata","Haletta","semifasciata",29,20
"Actinopterygii","Odacidae","Heteroscarus","acroptilus","Heteroscarus","acroptilus",24,15
"Actinopterygii","Odacidae","Neoodax","balteatus","Neoodax","balteatus",14,10
"Actinopterygii","Odacidae","Olisthops","cyanomelas","Olisthops","cyanomelas",35,40
"Actinopterygii","Odacidae","Siphonognathus","attenuatus","Siphonognathus","attenuatus",12,10
"Actinopterygii","Odacidae","Siphonognathus","beddomei","Siphonognathus","beddomei",12,7.5
"Actinopterygii","Odacidae","Siphonognathus","caninis","Siphonognathus","caninis",10,7.5
"Actinopterygii","Odacidae","Siphonognathus","radiatus","Siphonognathus","radiatus",18,10
"Actinopterygii","Odacidae","Siphonognathus","spp.",NA,NA,6.37966006924789,5
"Actinopterygii","Ophichthidae","Apterichtus","flavicaudus","Apterichtus","flavicaudus",80,20
"Actinopterygii","Ophichthidae","Scolecenchelys","breviceps","Scolecenchelys","breviceps",60,30
"Actinopterygii","Opistognathidae","Opistognathus","darwiniensis","Opistognathus","darwiniensis",50,7.5
"Actinopterygii","Ostraciidae","Anoplocapros","amygdaloides","Anoplocapros","amygdaloides",30,12.5
"Actinopterygii","Ostraciidae","Anoplocapros","inermis","Anoplocapros","inermis",37,25
"Actinopterygii","Ostraciidae","Anoplocapros","lenticularis","Anoplocapros","lenticularis",33,10
"Actinopterygii","Ostraciidae","Aracana","aurita","Aracana","aurita",20,15
"Actinopterygii","Ostraciidae","Aracana","ornata","Aracana","ornata",15,15
"Actinopterygii","Ostraciidae","Lactoria","fornasini","Lactoria","fornasini",23,10
"Actinopterygii","Ostraciidae","Ostracion","cubicus","Ostracion","cubicum",45,7.5
"Actinopterygii","Ostraciidae","Ostracion","meleagris","Ostracion","meleagris",25,20
"Actinopterygii","Ostraciidae","Ostracion","solorensis","Ostracion","solorense",12,7.5
"Actinopterygii","Ostraciidae","Rhynchostracion","nasus","Rhynchostracion","nasus",30,12.5
"Actinopterygii","Paralichthyidae","Pseudorhombus","jenynsii","Pseudorhombus","jenynsii",34,20
"Actinopterygii","Pataecidae","Aetapcus","maculatus","Aetapcus","maculatus",21,15
"Actinopterygii","Pempheridae","Parapriacanthus","elongatus","Parapriacanthus","elongatus",14,7.5
"Actinopterygii","Pempheridae","Parapriacanthus","ransonneti","Parapriacanthus","ransonneti",10,5
"Actinopterygii","Pempheridae","Pempheris","affinis","Pempheris","affinis",15,5
"Actinopterygii","Pempheridae","Pempheris","analis","Pempheris","analis",20,12.5
"Actinopterygii","Pempheridae","Pempheris","compressa","Pempheris","compressa",20,15
"Actinopterygii","Pempheridae","Pempheris","klunzingeri","Pempheris","klunzingeri",18,7.5
"Actinopterygii","Pempheridae","Pempheris","molucca","Pempheris","molucca",15,15
"Actinopterygii","Pempheridae","Pempheris","multiradiata","Pempheris","multiradiata",28,12.5
"Actinopterygii","Pempheridae","Pempheris","ornata","Pempheris","ornata",7.5,5
"Actinopterygii","Pempheridae","Pempheris","oualensis","Pempheris","oualensis",22,12.5
"Actinopterygii","Pempheridae","Pempheris","schwenkii","Pempheris","schwenkii",15,12.5
"Actinopterygii","Pempheridae","Pempheris","spp.",NA,NA,10.3375573073513,5
"Actinopterygii","Pentacerotidae","Paristiopterus","gallipavo","Paristiopterus","gallipavo",100,30
"Actinopterygii","Pentacerotidae","Pentaceropsis","recurvirostris","Pentaceropsis","recurvirostris",50,30
"Actinopterygii","Pinguipedidae","Parapercis","australis","Parapercis","australis",9.2,10
"Actinopterygii","Pinguipedidae","Parapercis","clathrata","Parapercis","clathrata",24,10
"Actinopterygii","Pinguipedidae","Parapercis","haackei","Parapercis","haackei",10,12.5
"Actinopterygii","Pinguipedidae","Parapercis","hexophtalma","Parapercis","hexophtalma",29,12.5
"Actinopterygii","Pinguipedidae","Parapercis","lineopunctata","Parapercis","lineopunctata",7.4,10
"Actinopterygii","Pinguipedidae","Parapercis","millepunctata","Parapercis","millepunctata",18,10
"Actinopterygii","Pinguipedidae","Parapercis","multiplicata","Parapercis","multiplicata",15,7.5
"Actinopterygii","Pinguipedidae","Parapercis","nebulosa","Parapercis","nebulosa",25,12.5
"Actinopterygii","Pinguipedidae","Parapercis","pacifica","Parapercis","pacifica",18.6,15
"Actinopterygii","Pinguipedidae","Parapercis","queenslandica","Parapercis","queenslandica",20.8,10
"Actinopterygii","Pinguipedidae","Parapercis","ramsayi","Parapercis","ramsayi",20,15
"Actinopterygii","Pinguipedidae","Parapercis","snyderi","Parapercis","snyderi",11,7.5
"Actinopterygii","Pinguipedidae","Parapercis","stricticeps","Parapercis","stricticeps",18,25
"Actinopterygii","Pinguipedidae","Parapercis","xanthozona","Parapercis","xanthozona",23,7.5
"Actinopterygii","Platycephalidae","Cymbacephalus","beauforti","Cymbacephalus","beauforti",50,35
"Actinopterygii","Platycephalidae","Leviprora","inops","Leviprora","inops",29.2,40
"Actinopterygii","Platycephalidae","Platycephalidae","spp.",NA,NA,14.2832064880395,5
"Actinopterygii","Platycephalidae","Platycephalus","bassensis","Platycephalus","bassensis",46,40
"Actinopterygii","Platycephalidae","Platycephalus","endrachtensis","Platycephalus","endrachtensis",45,50
"Actinopterygii","Platycephalidae","Platycephalus","fuscus","Platycephalus","fuscus",120,35
"Actinopterygii","Platycephalidae","Platycephalus","laevigatus","Platycephalus","laevigatus",50,50
"Actinopterygii","Platycephalidae","Platycephalus","speculator","Platycephalus","speculator",90,40
"Actinopterygii","Platycephalidae","Thysanophrys","cirronasa","Thysanophrys","cirronasus",38,25
"Actinopterygii","Plesiopidae","Assessor","flavissimus","Assessor","flavissimus",6,5
"Actinopterygii","Plesiopidae","Assessor","macneilli","Assessor","macneilli",6,5
"Actinopterygii","Plesiopidae","Calloplesiops","altivelis","Calloplesiops","altivelis",20,20
"Actinopterygii","Plesiopidae","Paraplesiops","bleekeri","Paraplesiops","bleekeri",49.4096423182246,35
"Actinopterygii","Plesiopidae","Paraplesiops","meleagris","Paraplesiops","meleagris",33,10
"Actinopterygii","Plesiopidae","Paraplesiops","sinclairi","Paraplesiops","sinclairi",22,10
"Actinopterygii","Plesiopidae","Trachinops","brauni","Trachinops","brauni",8,5
"Actinopterygii","Plesiopidae","Trachinops","caudimaculatus","Trachinops","caudimaculatus",15,7.5
"Actinopterygii","Plesiopidae","Trachinops","noarlungae","Trachinops","noarlungae",15,7.5
"Actinopterygii","Plesiopidae","Trachinops","taeniatus","Trachinops","taeniatus",14.0162075086561,7.5
"Actinopterygii","Plotosidae","Cnidoglanis","macrocephalus","Cnidoglanis","macrocephalus",91,62.5
"Actinopterygii","Plotosidae","Paraplotosus","butleri","Paraplotosus","butleri",32.5,10
"Actinopterygii","Plotosidae","Plotosus","lineatus","Plotosus","lineatus",32,10
"Actinopterygii","Pomacanthidae","Apolemichthys","trimaculatus","Apolemichthys","trimaculatus",26,15
"Actinopterygii","Pomacanthidae","Centropyge","bicolor","Centropyge","bicolor",15,7.5
"Actinopterygii","Pomacanthidae","Centropyge","bispinosa","Centropyge","bispinosa",10,7.5
"Actinopterygii","Pomacanthidae","Centropyge","eibli","Centropyge","eibli",15,10
"Actinopterygii","Pomacanthidae","Centropyge","flavissima","Centropyge","flavissima",14,12.5
"Actinopterygii","Pomacanthidae","Centropyge","heraldi","Centropyge","heraldi",12,7.5
"Actinopterygii","Pomacanthidae","Centropyge","loricula","Centropyge","loriculus",15,7.5
"Actinopterygii","Pomacanthidae","Centropyge","nox","Centropyge","nox",10,2.5
"Actinopterygii","Pomacanthidae","Centropyge","spp.",NA,NA,8.24614307271033,5
"Actinopterygii","Pomacanthidae","Centropyge","tibicen","Centropyge","tibicen",19,7.5
"Actinopterygii","Pomacanthidae","Centropyge","vrolikii","Centropyge","vrolikii",12,7.5
"Actinopterygii","Pomacanthidae","Chaetodontoplus","conspicillatus","Chaetodontoplus","conspicillatus",10,20
"Actinopterygii","Pomacanthidae","Chaetodontoplus","duboulayi","Chaetodontoplus","duboulayi",28,25
"Actinopterygii","Pomacanthidae","Chaetodontoplus","meredithi","Chaetodontoplus","meredithi",25,12.5
"Actinopterygii","Pomacanthidae","Chaetodontoplus","mesoleucus","Chaetodontoplus","mesoleucus",18,10
"Actinopterygii","Pomacanthidae","Chaetodontoplus","personifer","Chaetodontoplus","personifer",35,25
"Actinopterygii","Pomacanthidae","Genicanthus","lamarck","Genicanthus","lamarck",25,10
"Actinopterygii","Pomacanthidae","Genicanthus","melanospilos","Genicanthus","melanospilos",18,12.5
"Actinopterygii","Pomacanthidae","Genicanthus","semicinctus","Genicanthus","semicinctus",21,25
"Actinopterygii","Pomacanthidae","Genicanthus","watanabei","Genicanthus","watanabei",15,7.5
"Actinopterygii","Pomacanthidae","Paracentropyge","multifasciata","Paracentropyge","multifasciata",12,10
"Actinopterygii","Pomacanthidae","Pomacanthus","imperator","Pomacanthus","imperator",40,25
"Actinopterygii","Pomacanthidae","Pomacanthus","semicirculatus","Pomacanthus","semicirculatus",40,30
"Actinopterygii","Pomacanthidae","Pomacanthus","sexstriatus","Pomacanthus","sexstriatus",46,35
"Actinopterygii","Pomacanthidae","Pomacanthus","xanthometopon","Pomacanthus","xanthometopon",38,35
"Actinopterygii","Pomacanthidae","Pygoplites","diacanthus","Pygoplites","diacanthus",25,20
