"class","family","genus","species","valid_genus","valid_species","bodySize","size_class"
"Actinopterygii","Sparidae","Acanthopagrus","latus","Acanthopagrus","latus",40,30
"Actinopterygii","Sparidae","Chrysophrys","auratus","Pagrus","auratus",130,12.5
"Actinopterygii","Sparidae","Rhabdosargus","sarba","Rhabdosargus","sarba",80,25
"Actinopterygii","Sphyraenidae","Sphyraena","flavicauda","Sphyraena","flavicauda",60,20
"Actinopterygii","Sphyraenidae","Sphyraena","jello","Sphyraena","jello",150,50
"Actinopterygii","Sphyraenidae","Sphyraena","novaehollandiae","Sphyraena","novaehollandiae",100,40
"Actinopterygii","Sphyraenidae","Sphyraena","obtusata","Sphyraena","obtusata",55,20
"Actinopterygii","Sphyraenidae","Sphyraena","qenie","Sphyraena","qenie",170,62.5
"Actinopterygii","Sphyraenidae","Sphyraena","spp.",NA,NA,63.8843612319804,5
"Actinopterygii","Sphyraenidae","Sphyraenidae","spp.",NA,NA,63.8843612319804,5
"Actinopterygii","Syngnathidae","Corythoichthys","conspicillatus","Corythoichthys","conspicillatus",10.652461946412,7.5
"Actinopterygii","Syngnathidae","Corythoichthys","sp.",NA,NA,7.43487696372394,5
"Actinopterygii","Syngnathidae","Festucalex","cinctus","Festucalex","cinctus",13,15
"Actinopterygii","Syngnathidae","Filicampus","tigris","Filicampus","tigris",29.6,30
"Actinopterygii","Syngnathidae","Hippocampus","abdominalis","Hippocampus","abdominalis",35,25
"Actinopterygii","Syngnathidae","Hippocampus","whitei","Hippocampus","whitei",13,7.5
"Actinopterygii","Syngnathidae","Phycodurus","eques","Phycodurus","eques",35,25
"Actinopterygii","Syngnathidae","Stigmatopora","argus","Stigmatopora","argus",25.4,15
"Actinopterygii","Syngnathidae","Stipecampus","cristatus","Stipecampus","cristatus",22,12.5
"Actinopterygii","Syngnathidae","Syngnathinae","spp.",NA,NA,7.43487696372394,5
"Actinopterygii","Syngnathidae","Vanacampus","phillipi","Vanacampus","phillipi",18.4,12.5
"Actinopterygii","Synodontidae","Saurida","gracilis","Saurida","gracilis",32,10
"Actinopterygii","Synodontidae","Saurida","nebulosa","Saurida","nebulosa",16.5,10
"Actinopterygii","Synodontidae","Synodus","binotatus","Synodus","binotatus",18,10
"Actinopterygii","Synodontidae","Synodus","dermatogenys","Synodus","dermatogenys",24,7.5
"Actinopterygii","Synodontidae","Synodus","jaculum","Synodus","jaculum",20,7.5
"Actinopterygii","Synodontidae","Synodus","rubromarmoratus","Synodus","rubromarmoratus",20,10
"Actinopterygii","Synodontidae","Synodus","spp.",NA,NA,18.8412828868206,5
"Actinopterygii","Synodontidae","Synodus","variegatus","Synodus","variegatus",40,10
"Actinopterygii","Terapontidae","Pelates","octolineatus","Pelates","octolineatus",28,15
"Actinopterygii","Terapontidae","Pelates","quadrilineatus","Pelates","quadrilineatus",30,20
"Actinopterygii","Terapontidae","Pelates","sexlineatus","Helotes","sexlineatus",15,7.5
"Actinopterygii","Tetraodontidae","Arothron","caeruleopunctatus","Arothron","caeruleopunctatus",80,50
"Actinopterygii","Tetraodontidae","Arothron","hispidus","Arothron","hispidus",50,25
"Actinopterygii","Tetraodontidae","Arothron","manilensis","Arothron","manilensis",31,15
"Actinopterygii","Tetraodontidae","Arothron","meleagris","Arothron","meleagris",50,40
"Actinopterygii","Tetraodontidae","Arothron","nigropunctatus","Arothron","nigropunctatus",33,25
"Actinopterygii","Tetraodontidae","Arothron","stellatus","Arothron","stellatus",120,40
"Actinopterygii","Tetraodontidae","Canthigaster","amboinensis","Canthigaster","amboinensis",15,7.5
"Actinopterygii","Tetraodontidae","Canthigaster","axiologus","Canthigaster","axiologus",10.1,12.5
"Actinopterygii","Tetraodontidae","Canthigaster","bennetti","Canthigaster","bennetti",10,5
"Actinopterygii","Tetraodontidae","Canthigaster","callisterna","Canthigaster","callisterna",23,20
"Actinopterygii","Tetraodontidae","Canthigaster","janthinoptera","Canthigaster","janthinoptera",9,7.5
"Actinopterygii","Tetraodontidae","Canthigaster","papua","Canthigaster","papua",10,7.5
"Actinopterygii","Tetraodontidae","Canthigaster","spp.",NA,NA,14.7742307180519,5
"Actinopterygii","Tetraodontidae","Canthigaster","valentini","Canthigaster","valentini",11,7.5
"Actinopterygii","Tetraodontidae","Omegophora","armilla","Omegophora","armilla",25,7.5
"Actinopterygii","Tetraodontidae","Omegophora","cyanopunctata","Omegophora","cyanopunctata",14.7742307180519,5
"Actinopterygii","Tetraodontidae","Tetractenos","glaber","Tetractenos","glaber",15,10
"Actinopterygii","Tetraodontidae","Torquigener","pleurogramma","Torquigener","pleurogramma",21,15
"Actinopterygii","Trachichthyidae","Optivus","agastos","Optivus","agastos",9.5,10
"Actinopterygii","Trachichthyidae","Trachichthys","australis","Trachichthys","australis",15,12.5
"Actinopterygii","Tripterygiidae","Enneapterygius","atrogulare","Enneapterygius","atrogulare",5.3,2.5
"Actinopterygii","Tripterygiidae","Enneapterygius","howensis","Enneapterygius","howensis",3.5,2.5
"Actinopterygii","Tripterygiidae","Enneapterygius","larsonae","Enneapterygius","larsonae",3.5,5
"Actinopterygii","Tripterygiidae","Enneapterygius","rufopileus","Enneapterygius","rufopileus",4.5,7.5
"Actinopterygii","Tripterygiidae","Enneapterygius","similis","Enneapterygius","similis",3.2,2.5
"Actinopterygii","Tripterygiidae","Enneapterygius","spp.",NA,NA,6.11039768964444,5
"Actinopterygii","Tripterygiidae","Enneapterygius","tutuilae","Enneapterygius","tutuilae",4,2.5
"Actinopterygii","Tripterygiidae","Forsterygion","varium","Forsterygion","varium",13,7.5
"Actinopterygii","Tripterygiidae","Helcogramma","chica","Helcogramma","chica",3.1,2.5
"Actinopterygii","Tripterygiidae","Helcogramma","decurrens","Helcogramma","decurrens",4.5,5
"Actinopterygii","Tripterygiidae","Helcogramma","striata","Helcogramma","striata",4.3,5
"Actinopterygii","Tripterygiidae","Lepidoblennius","marmoratus","Lepidoblennius","marmoratus",11.4,10
"Actinopterygii","Tripterygiidae","Trinorfolkia","clarkei","Trinorfolkia","clarkei",8,5
"Actinopterygii","Tripterygiidae","Tripterygiidae","sp.",NA,NA,6.11039768964444,5
"Actinopterygii","Tripterygiidae","Tripterygiidae","spp.",NA,NA,6.11039768964444,5
"Actinopterygii","Tripterygiidae","Ucla","xenogrammus","Ucla","xenogrammus",4.7,2.5
"Actinopterygii","Zanclidae","Zanclus","cornutus","Zanclus","cornutus",23,25
"Actinopterygii",NA,"Actinopterygii","spp.",NA,NA,13.4642560597566,5
