"site_code_depth","latitude","longitude","survey_date"
"BI-S1_10.1",-41.87,148.31,2021-04-21
"BI-S1_10.2",-41.87,148.31,2021-04-21
"BI-S1_10.3",-41.87,148.31,2021-04-21
"BI-S1_10.4",-41.87,148.31,2021-04-21
"BI-S1_5.1",-41.87,148.31,2021-04-21
"BI-S1_5.2",-41.87,148.31,2021-04-21
"BI-S1_5.3",-41.87,148.31,2021-04-21
"BI-S1_5.4",-41.87,148.31,2021-04-21
"BI-S2_10.1",-41.87,148.31,2021-04-21
"BI-S2_10.2",-41.87,148.31,2021-04-21
"BI-S2_10.3",-41.87,148.31,2021-04-21
"BI-S2_10.4",-41.87,148.31,2021-04-21
"BI-S2_5.1",-41.87,148.31,2021-04-21
"BI-S2_5.2",-41.87,148.31,2021-04-21
"BI-S2_5.3",-41.87,148.31,2021-04-21
"BI-S2_5.4",-41.87,148.31,2021-04-21
"BI-S3_10.1",-41.87,148.3,2021-04-21
"BI-S3_10.2",-41.87,148.3,2021-04-21
"BI-S3_10.3",-41.87,148.3,2021-04-21
"BI-S3_10.4",-41.87,148.3,2021-04-21
"BI-S4_10.1",-41.88,148.31,2021-04-22
"BI-S4_10.2",-41.88,148.31,2021-04-22
"BI-S4_10.3",-41.88,148.31,2021-04-22
"BI-S4_10.4",-41.88,148.31,2021-04-22
"BI-S4_5.1",-41.88,148.31,2021-04-22
"BI-S4_5.2",-41.88,148.31,2021-04-22
"BI-S4_5.3",-41.88,148.31,2021-04-22
"BI-S4_5.4",-41.88,148.31,2021-04-22
"BI-S5_5.1",-41.9,148.32,2021-04-22
"BI-S5_5.2",-41.9,148.32,2021-04-22
"BI-S5_5.3",-41.9,148.32,2021-04-22
"BI-S5_5.4",-41.9,148.32,2021-04-22
"CBMP1_8",-28.61,153.63,2021-06-16
"CBMP1_8.5",-28.61,153.63,2021-06-16
"CBMP2_9",-28.61,153.63,2021-06-16
"CBMP2_9.5",-28.61,153.63,2021-06-16
"CHMP-S2_10.2",-37.51,149.98,2021-04-22
"CHMP-S2_10.3",-37.51,149.98,2021-04-22
"CHMP-S3_9.2",-37.56,149.92,2021-04-22
"CHMP-S3_9.3",-37.56,149.92,2021-04-22
"CHMP-S4_7.2",-37.55,149.91,2021-04-20
"CHMP-S4_7.3",-37.55,149.91,2021-04-20
"CHMP-S5_8.2",-37.51,149.98,2021-04-20
"CHMP-S5_8.3",-37.51,149.98,2021-04-20
"CHMP-S6_7.2",-37.51,149.97,2021-04-20
"CHMP-S6_7.3",-37.51,149.97,2021-04-20
"CHMP-S9_5.2",-37.56,149.91,2021-04-22
"CHMP-S9_5.3",-37.56,149.91,2021-04-22
"CS102_6",-17.42,151.07,2021-08-09
"CS102_8",-17.42,151.07,2021-08-09
"CS103_5",-17.44,151.07,2021-08-09
"CS103_7",-17.44,151.07,2021-08-09
"CS104_4",-17.43,151.07,2021-08-08
"CS104_5",-17.43,151.07,2021-08-08
"CS130_11",-16.93,150,2021-08-10
"CS130_6",-16.93,150,2021-08-10
"CS131_10",-16.93,150,2021-08-10
"CS131_8",-16.93,150,2021-08-08
"CS134_3",-16.94,150,2021-08-10
"CS134_4",-16.94,150,2021-08-10
"CS139_17",-16.53,150.27,2021-08-12
"CS139_6",-16.53,150.27,2021-08-12
"CS14_6",-16.94,149.99,2021-08-10
"CS14_8",-16.94,149.99,2021-08-08
"CS140_12",-16.53,150.27,2021-08-11
"CS140_6",-16.53,150.27,2021-08-11
"CS141_10",-16.52,150.28,2021-08-12
"CS141_4",-16.52,150.28,2021-08-12
"CS143_6.5",-16.3,149.96,2021-08-13
"CS143_8",-16.3,149.96,2021-08-13
"CS145_10",-16.29,149.96,2021-08-13
"CS145_6",-16.29,149.96,2021-08-13
"CS185_2",-10.45,144.45,2021-08-18
"CS185_2.5",-10.45,144.45,2021-08-18
"CS186_12",-10.43,144.45,2021-08-17
"CS186_5",-10.43,144.45,2021-08-17
"CS187_3",-10.44,144.45,2021-08-17
"CS187_3.1",-10.44,144.45,2021-08-17
"CS188_10",-10.44,144.43,2021-08-18
"CS188_6",-10.44,144.43,2021-08-18
"CS189_3",-10.45,144.43,2021-08-18
"CS189_6",-10.45,144.43,2021-08-18
"CS191_12",-10.37,144.53,2021-08-19
"CS191_7",-10.37,144.53,2021-08-19
"CS192_2.5",-10.38,144.53,2021-08-19
"CS192_3",-10.38,144.53,2021-08-19
"CS193_12",-10.04,144.69,2021-08-20
"CS193_7",-10.04,144.69,2021-08-20
"CS205_8",-9.99,144.68,2021-08-20
"CS207_7",-9.97,144.69,2021-08-20
"CS209_12",-9.97,144.69,2021-08-20
"CS209_7",-9.97,144.69,2021-08-20
"CS225_1.5",-16.53,150.28,2021-08-11
"CS225_2",-16.53,150.28,2021-08-11
"CS242_14.5",-10.44,144.45,2021-08-18
"CS242_15",-10.44,144.45,2021-08-18
"GBR103_10",-19.27,148.35,2021-11-23
"GBR103_7",-19.27,148.35,2021-11-23
"GBR104_6",-19.27,148.34,2021-11-23
"GBR104_7",-19.27,148.34,2021-11-23
"GBR131_4",-20.05,148.88,2021-01-04
"GBR131_5",-20.05,148.88,2021-01-04
"GBR133_4.5",-20.04,148.88,2021-08-05
"GBR133_6",-20.04,148.88,2021-08-05
"GBR135_3",-20.07,148.93,2021-01-04
"GBR135_4",-20.07,148.93,2021-08-05
"GBR135_4.5",-20.07,148.93,2021-01-04
"GBR136_3",-20.09,148.95,2021-01-05
"GBR136_6",-20.09,148.95,2021-01-05
"GBR137_2.5",-20.11,148.94,2021-01-05
"GBR137_4",-20.11,148.94,2021-01-05
"GBR142_2.5",-20.16,149.04,2021-01-03
"GBR142_4",-20.16,149.04,2021-01-03
"GBR179_10",-18.27,147.38,2021-11-22
"GBR179_7",-18.27,147.38,2021-11-22
"GBR181_10",-18.26,147.38,2021-11-22
"GBR181_5",-18.26,147.38,2021-11-22
"GBR192_4",-17.23,146.09,2021-11-20
"GBR192_5",-17.23,146.09,2021-11-20
"GBR193_4",-17.23,146.1,2021-11-20
"GBR193_4.5",-17.23,146.1,2021-11-20
"GBR194_3.5",-17.22,146.09,2021-11-20
"GBR194_4",-17.22,146.09,2021-11-20
"GBR200_4",-16.93,145.99,2022-06-09
"GBR204_5",-16.79,146.27,2021-05-22
"GBR204_6.5",-16.79,146.27,2021-05-22
"GBR205_5",-16.79,146.27,2021-05-22
"GBR205_6",-16.79,146.27,2021-05-22
"GBR206_6.5",-16.78,146.27,2021-05-23
"GBR206_7",-16.78,146.27,2021-05-23
"GBR207_6.5",-16.73,146.27,2021-05-23
"GBR207_7",-16.73,146.27,2021-05-24
"GBR208_7",-16.73,146.27,2021-05-24
"GBR208_9",-16.73,146.27,2021-05-24
"GBR209_6",-16.73,146.27,2021-05-24
"GBR209_8",-16.73,146.27,2021-05-24
"GBR228_3",-14.66,145.45,2021-11-15
"GBR228_5",-14.66,145.45,2021-11-15
"GBR229_3",-14.66,145.45,2021-11-15
"GBR229_5",-14.66,145.45,2021-11-15
"GBR26_3.5",-19.79,149.07,2021-08-07
"GBR26_4",-19.79,149.07,2021-08-07
"GBR281_1.3",-16.93,145.99,2021-05-21
"GBR30_12",-17.52,146.5,2021-11-21
"GBR30_6",-17.52,146.5,2021-11-21
"GBR31_12",-17.52,146.5,2021-11-21
"GBR31_7",-17.52,146.5,2021-11-21
"GBR32_3",-17.52,146.5,2021-11-21
"GBR32_5",-17.52,146.5,2021-11-21
"GBR33_2.5",-16.93,145.98,2021-05-19
"GBR33_5",-16.93,145.98,2021-05-19
"GBR53_6",-11.77,143.65,2021-11-12
"GBR53_7",-11.77,143.65,2021-11-12
"GBR67_5",-14.52,145.53,2021-11-15
"GBR67_7",-14.52,145.53,2021-11-15
"GBR76_1",-19.81,149.07,2021-08-06
"GBR76_4",-19.81,149.07,2021-08-06
"GBR90_4",-11.76,143.65,2021-11-12
"GBR90_5",-11.76,143.65,2021-11-12
"GBR96_13",-14.51,145.52,2021-11-15
"GBR96_6",-14.51,145.52,2021-11-15
"GC14_17",-10.74,141.06,2021-11-09
"GC14_17.5",-10.74,141.06,2021-11-09
"GC17_14",-10.5,141.23,2021-11-09
"GC17_17",-10.5,141.23,2021-11-09
"GC18_17.5",-10.74,141.05,2021-11-09
"GSV1_5.1",-35.42,138.32,2021-03-10
"GSV1_5.2",-35.42,138.32,2021-03-10
"GSV1_5.3",-35.42,138.32,2021-03-10
"GSV1_5.4",-35.42,138.32,2021-03-10
"GSV115_10.1",-34.62,138.31,2021-03-19
"GSV115_10.2",-34.62,138.31,2021-03-19
"GSV115_10.3",-34.62,138.31,2021-03-19
"GSV115_10.4",-34.62,138.31,2021-03-19
"GSV116_10.3",-35.27,138.43,2021-02-15
"GSV116_10.4",-35.27,138.43,2021-02-15
"GSV116_12.1",-35.27,138.43,2021-02-15
"GSV116_12.2",-35.27,138.43,2021-02-15
"GSV116_5.1",-35.27,138.43,2022-02-13
"GSV116_5.2",-35.27,138.43,2022-02-13
"GSV116_5.3",-35.27,138.43,2022-02-13
"GSV116_5.4",-35.27,138.43,2022-02-13
"GSV122_4.1",-35.14,138.46,2021-02-03
"GSV122_4.2",-35.14,138.46,2021-02-03
"GSV122_4.3",-35.14,138.46,2021-02-03
"GSV122_4.4",-35.14,138.46,2021-02-03
"GSV124_3.1",-35.14,138.46,2021-02-03
"GSV124_3.2",-35.14,138.46,2021-02-03
"GSV124_3.3",-35.14,138.46,2021-02-03
"GSV124_3.4",-35.14,138.46,2021-02-03
"GSV125_10.1",-34.96,138.48,2021-03-01
"GSV125_10.2",-34.96,138.48,2021-03-01
"GSV125_10.3",-34.96,138.48,2021-03-01
"GSV125_10.4",-34.96,138.48,2021-03-01
"GSV127_8.1",-34.85,138.45,2021-03-01
"GSV127_8.2",-34.85,138.45,2021-03-01
"GSV127_8.3",-34.85,138.45,2021-03-01
"GSV127_8.4",-34.85,138.45,2021-03-01
"GSV132_12.1",-35.04,138.49,2021-02-15
"GSV132_12.2",-35.04,138.49,2021-02-15
"GSV132_12.3",-35.04,138.49,2021-02-15
"GSV132_12.4",-35.04,138.49,2021-02-15
"GSV134_5.1",-34.44,138.2,2021-03-19
"GSV134_5.2",-34.44,138.2,2021-03-19
"GSV134_5.3",-34.44,138.2,2021-03-19
"GSV134_5.4",-34.44,138.2,2021-03-19
"GSV138_5.1",-35.21,138.46,2021-02-15
"GSV138_5.2",-35.21,138.46,2021-02-15
"GSV138_5.3",-35.21,138.46,2021-02-15
"GSV138_5.4",-35.21,138.46,2021-02-15
"GSV18_5.1",-35.59,138.11,2021-02-24
"GSV18_5.2",-35.59,138.11,2021-02-24
"GSV18_5.3",-35.59,138.11,2021-02-24
"GSV18_5.4",-35.59,138.11,2021-02-24
"GSV19_5.1",-35.72,137.96,2021-02-23
"GSV19_5.2",-35.72,137.96,2021-02-23
"GSV19_5.3",-35.72,137.96,2021-02-23
"GSV19_5.4",-35.72,137.96,2021-02-23
"GSV20_5.1",-35.75,138.06,2021-02-22
"GSV20_5.2",-35.75,138.06,2021-02-22
"GSV20_5.3",-35.75,138.06,2021-02-22
"GSV20_5.4",-35.75,138.06,2021-02-22
"GSV21_5.1",-35.73,138.02,2021-02-23
"GSV21_5.2",-35.73,138.02,2021-02-23
"GSV21_5.3",-35.73,138.02,2021-02-23
"GSV21_5.4",-35.73,138.02,2021-02-23
"GSV24_5.1",-35.38,138.36,2021-03-11
"GSV24_5.2",-35.38,138.36,2021-03-11
"GSV24_5.3",-35.38,138.36,2021-03-11
"GSV24_5.4",-35.38,138.36,2021-03-11
"GSV26_5.1",-35.51,138.21,2021-03-20
"GSV26_5.2",-35.51,138.21,2021-03-20
"GSV26_5.3",-35.51,138.21,2021-03-20
"GSV26_5.4",-35.51,138.21,2021-03-20
"GSV3_5.1",-35.4,138.34,2021-03-21
"GSV3_5.2",-35.4,138.34,2021-03-21
"GSV3_5.3",-35.4,138.34,2021-03-21
"GSV3_5.4",-35.4,138.34,2021-03-21
"GSV34_5.1",-35.55,138.13,2021-01-09
"GSV34_5.2",-35.55,138.13,2021-01-09
"GSV34_5.3",-35.55,138.13,2021-01-09
"GSV34_5.4",-35.55,138.13,2021-01-09
"GSV4_5.1",-35.52,138.16,2021-01-09
"GSV4_5.2",-35.52,138.16,2021-01-09
"GSV4_5.3",-35.52,138.16,2022-01-30
"GSV4_5.4",-35.52,138.16,2022-01-30
"GSV4_6.3",-35.52,138.16,2021-01-09
"GSV4_6.4",-35.52,138.16,2021-01-09
"GSV41_5.1",-35.52,138.18,2022-02-14
"GSV41_5.2",-35.52,138.18,2022-02-14
"GSV41_5.3",-35.52,138.18,2022-02-14
"GSV41_5.4",-35.52,138.18,2022-02-14
"GSV42_5.1",-35.52,138.16,2021-03-10
"GSV42_5.2",-35.52,138.16,2021-03-10
"GSV42_5.3",-35.52,138.16,2021-03-10
"GSV42_5.4",-35.52,138.16,2021-03-10
"GSV43_5.1",-35.52,138.17,2021-03-23
"GSV43_5.2",-35.52,138.17,2021-03-23
"GSV43_5.3",-35.52,138.17,2021-03-23
"GSV43_5.4",-35.52,138.17,2021-03-23
"GSV45_5.1",-35.38,138.36,2021-03-12
"GSV45_5.2",-35.38,138.36,2021-03-12
"GSV45_5.3",-35.38,138.36,2021-03-12
"GSV45_5.4",-35.38,138.36,2021-03-12
"GSV46_5.1",-35.37,138.37,2021-03-21
"GSV46_5.2",-35.37,138.37,2021-03-21
"GSV46_5.3",-35.37,138.37,2021-03-21
"GSV46_5.4",-35.37,138.37,2021-03-21
"GSV47_5.1",-35.37,138.38,2021-03-11
"GSV47_5.2",-35.37,138.38,2021-03-11
"GSV47_5.3",-35.37,138.38,2021-03-11
"GSV47_5.4",-35.37,138.38,2021-03-11
"GSV5_5.1",-35.53,138.15,2021-03-10
"GSV5_5.2",-35.53,138.15,2021-03-10
"GSV5_5.3",-35.53,138.15,2021-03-10
"GSV5_5.4",-35.53,138.15,2021-03-10
"GSV55_5.1",-35.74,138.04,2021-03-22
"GSV55_5.2",-35.74,138.04,2021-03-22
"GSV55_5.3",-35.74,138.04,2021-03-22
"GSV55_5.4",-35.74,138.04,2021-03-22
"GSV56_5.1",-35.76,138.07,2021-02-22
"GSV56_5.2",-35.76,138.07,2021-02-22
"GSV56_5.3",-35.76,138.07,2021-02-22
"GSV56_5.4",-35.76,138.07,2021-02-22
"GSV57_5.1",-35.72,137.99,2021-03-22
"GSV57_5.2",-35.72,137.99,2021-03-22
"GSV57_5.3",-35.72,137.99,2021-03-22
"GSV57_5.4",-35.72,137.99,2021-03-22
"GSV58_5.1",-35.72,137.94,2021-02-23
"GSV58_5.2",-35.72,137.94,2021-02-23
"GSV58_5.3",-35.72,137.94,2021-02-23
"GSV58_5.4",-35.72,137.94,2021-02-23
"GSV59_5.1",-35.72,137.98,2021-02-22
"GSV59_5.2",-35.72,137.98,2021-02-22
"GSV59_5.3",-35.72,137.98,2021-02-22
"GSV59_5.4",-35.72,137.98,2021-02-22
"GSV7_5.1",-35.39,138.35,2021-03-11
"GSV7_5.2",-35.39,138.35,2021-03-11
"GSV7_5.3",-35.39,138.35,2021-03-11
"GSV7_5.4",-35.39,138.35,2021-03-11
"GSV9_5.1",-35.4,138.33,2021-03-12
"GSV9_5.2",-35.4,138.33,2021-03-12
"GSV9_5.3",-35.4,138.33,2021-03-12
"GSV9_5.4",-35.4,138.33,2021-03-12
"GSV93_5.1",-35.27,138.43,2022-02-13
"GSV93_5.2",-35.27,138.43,2022-02-13
"GSV93_5.3",-35.27,138.43,2022-02-13
"GSV93_5.4",-35.27,138.43,2022-02-13
"GSV95_5.1",-35.51,138.22,2021-03-20
"GSV95_5.2",-35.51,138.22,2021-03-20
"GSV95_5.3",-35.51,138.22,2022-02-12
"GSV95_5.4",-35.51,138.22,2022-02-12
"JBMP-S1_10",-35.12,150.71,2021-04-11
"JBMP-S1_10.2",-35.12,150.71,2021-04-11
"JBMP-S1_5.1",-35.12,150.71,2021-04-11
"JBMP-S1_5.2",-35.12,150.71,2021-04-11
"JBMP-S1_5.3",-35.12,150.71,2022-02-12
"JBMP-S1_5.4",-35.12,150.71,2022-02-12
"JBMP-S11_4.5",-35.09,150.69,2021-04-10
"JBMP-S11_5.5",-35.09,150.69,2021-04-10
"JBMP-S12_10.1",-35.07,150.77,2021-04-10
"JBMP-S12_10.2",-35.07,150.77,2021-04-10
"JBMP-S12_5.1",-35.07,150.77,2021-04-10
"JBMP-S12_5.2",-35.07,150.77,2021-04-10
"JBMP-S12_5.3",-35.07,150.77,2021-04-10
"JBMP-S12_5.4",-35.07,150.77,2022-02-13
"JBMP-S14_5.1",-35.02,150.76,2022-02-13
"JBMP-S14_5.2",-35.02,150.76,2022-02-13
"JBMP-S14_5.3",-35.02,150.76,2022-02-13
"JBMP-S14_5.4",-35.02,150.76,2022-02-13
"JBMP-S15_10.1",-35.11,150.77,2021-04-12
"JBMP-S15_10.2",-35.11,150.77,2021-04-12
"JBMP-S15_5",-35.11,150.77,2021-04-12
"JBMP-S15_5.1",-35.11,150.77,2022-02-11
"JBMP-S15_5.2",-35.11,150.77,2021-04-12
"JBMP-S15_5.3",-35.11,150.77,2022-02-11
"JBMP-S15_5.4",-35.11,150.77,2022-02-11
"JBMP-S16_3.1",-35.12,150.76,2022-02-11
"JBMP-S16_3.2",-35.12,150.76,2022-02-11
"JBMP-S16_3.3",-35.12,150.76,2022-02-11
"JBMP-S16_3.4",-35.12,150.76,2022-02-11
"JBMP-S17_4.1",-35.12,150.75,2022-02-11
"JBMP-S17_4.2",-35.12,150.75,2022-02-11
"JBMP-S17_4.3",-35.12,150.75,2022-02-11
"JBMP-S18_10",-35.13,150.73,2021-04-11
"JBMP-S18_10.2",-35.13,150.73,2021-04-11
"JBMP-S18_4.1",-35.13,150.73,2022-02-12
"JBMP-S18_4.2",-35.13,150.73,2022-02-12
"JBMP-S18_4.3",-35.13,150.73,2022-02-12
"JBMP-S18_5.1",-35.13,150.73,2021-04-11
"JBMP-S18_5.2",-35.13,150.73,2021-04-11
"JBMP-S18_6",-35.13,150.73,2022-02-12
"JBMP-S2_10.1",-35.08,150.8,2021-04-10
"JBMP-S2_10.2",-35.08,150.8,2021-04-10
"JBMP-S2_10.3",-35.08,150.8,2022-02-14
"JBMP-S2_5.1",-35.08,150.8,2021-04-10
"JBMP-S2_5.2",-35.08,150.8,2021-04-10
"JBMP-S2_5.3",-35.08,150.8,2021-04-10
"JBMP-S22_10",-35.05,150.84,2021-04-09
"JBMP-S22_10.1",-35.05,150.84,2021-04-09
"JBMP-S22_5.1",-35.05,150.84,2021-04-09
"JBMP-S22_5.2",-35.05,150.84,2021-04-09
"JBMP-S26_10.2",-35.09,150.8,2022-02-14
"JBMP-S26_10.3",-35.09,150.8,2022-02-14
"JBMP-S3_10.2",-35.08,150.79,2022-02-14
"JBMP-S3_10.3",-35.08,150.79,2022-02-14
"JBMP-S4_10.2",-35.08,150.79,2022-02-14
"JBMP-S4_5.2",-35.08,150.79,2022-02-14
"JBMP-S5_5.2",-35.07,150.77,2022-02-13
"JBMP-S5_5.3",-35.07,150.77,2022-02-13
"JBMP-S5_5.4",-35.07,150.77,2022-02-13
"JBMP-S6_5.2",-35.06,150.77,2022-02-13
"JBMP-S6_5.3",-35.06,150.77,2022-02-13
"JBMP-S6_5.4",-35.06,150.77,2022-02-13
"JBMP-S8_5.1",-35.07,150.7,2022-02-12
"JBMP-S8_5.2",-35.07,150.7,2022-02-12
"JBMP-S8_5.3",-35.07,150.7,2022-02-12
"JBMP-S8_5.4",-35.07,150.7,2022-02-12
"JBMP-S8_7.5",-35.07,150.7,2022-02-12
"JBMP10_4.5",-35.09,150.69,2021-04-09
"JBMP10_5.5",-35.09,150.69,2021-04-09
"JBMP26_10",-35.05,150.84,2021-04-09
"JBMP26_11",-35.05,150.84,2021-04-09
"JBMP26_8.5",-35.05,150.84,2021-04-09
"JBMP26_9",-35.05,150.84,2021-04-09
"JBMP34_3.3",-35.13,150.74,2022-02-12
"JBMP43_10",-35.11,150.77,2021-04-12
"JBMP43_12",-35.11,150.77,2021-04-12
"JBMP43_8",-35.11,150.77,2022-02-11
"JBMP43_9",-35.11,150.77,2022-02-11
"JBMP46_4.5",-35.1,150.7,2021-04-10
"JBMP46_5",-35.1,150.7,2021-04-10
"LHI1_11",-31.52,159.04,2022-03-18
"LHI1_14",-31.52,159.04,2022-03-18
"LHI10_5",-31.5,159.07,2022-03-22
"LHI10_5.1",-31.5,159.07,2022-03-22
"LHI10_8",-31.5,159.07,2022-03-22
"LHI10_8.1",-31.5,159.07,2022-03-22
"LHI11_11",-31.58,159.07,2022-03-25
"LHI11_14",-31.58,159.07,2022-03-25
"LHI11_5",-31.58,159.07,2022-03-25
"LHI11_8",-31.58,159.07,2022-03-25
"LHI13_8",-31.57,159.07,2022-03-17
"LHI13_9",-31.57,159.07,2022-03-17
"LHI14_5.1",-31.56,159.07,2022-03-17
"LHI14_7",-31.56,159.07,2022-03-17
"LHI14_7.1",-31.56,159.07,2022-03-17
"LHI14_9",-31.56,159.07,2022-03-17
"LHI15_5",-31.56,159.07,2022-03-17
"LHI15_6",-31.56,159.07,2022-03-17
"LHI16_10",-31.54,159.05,2022-03-17
"LHI16_13",-31.54,159.05,2022-03-17
"LHI17_4",-31.52,159.04,2022-03-24
"LHI17_7",-31.52,159.04,2022-03-24
"LHI18_10",-31.5,159.07,2022-03-16
"LHI18_12",-31.5,159.07,2022-03-16
"LHI18_13",-31.5,159.07,2022-03-16
"LHI18_5",-31.5,159.07,2022-03-16
"LHI18_7",-31.5,159.07,2022-03-16
"LHI18_8",-31.5,159.07,2022-03-16
"LHI19_11",-31.5,159.07,2022-03-22
"LHI19_14",-31.5,159.07,2022-03-22
"LHI19_5",-31.5,159.07,2022-03-22
"LHI19_8",-31.5,159.07,2022-03-22
"LHI2_4",-31.52,159.04,2022-03-24
"LHI2_5",-31.52,159.04,2022-03-24
"LHI2_5.1",-31.52,159.04,2022-03-24
"LHI21_10",-31.6,159.08,2022-03-24
"LHI21_12",-31.6,159.08,2022-03-24
"LHI22_7",-31.57,159.1,2022-03-24
"LHI22_9",-31.57,159.1,2022-03-24
"LHI23_7.5",-31.56,159.1,2022-03-21
"LHI23_8.5",-31.56,159.1,2022-03-21
"LHI24_10",-31.52,159.03,2022-03-24
"LHI24_15",-31.52,159.03,2022-03-24
"LHI24_20",-31.52,159.03,2022-03-24
"LHI24_6",-31.52,159.03,2022-03-24
"LHI26_1.4",-31.52,159.05,2022-03-14
"LHI26_1.5",-31.52,159.05,2022-03-14
"LHI26_2",-31.52,159.05,2022-03-14
"LHI26_2.1",-31.52,159.05,2022-03-14
"LHI28_10",-31.51,159.04,2022-03-15
"LHI28_11",-31.51,159.04,2022-03-15
"LHI28_5",-31.51,159.04,2022-03-15
"LHI28_6",-31.51,159.04,2022-03-15
"LHI28_6.1",-31.51,159.04,2022-03-15
"LHI28_9",-31.51,159.04,2022-03-15
"LHI3_2",-31.55,159.06,2022-03-18
"LHI3_4",-31.55,159.06,2022-03-18
"LHI3_5",-31.55,159.06,2022-03-18
"LHI3_8",-31.55,159.06,2022-03-18
"LHI30_11",-31.51,159.06,2022-03-15
"LHI30_14",-31.51,159.06,2022-03-15
"LHI31_12",-31.76,159.24,2022-03-23
"LHI31_14.1",-31.76,159.24,2022-03-23
"LHI31_18",-31.76,159.24,2022-03-23
"LHI32_10",-31.75,159.24,2022-03-23
"LHI32_22",-31.75,159.24,2022-03-23
"LHI33_1",-31.53,159.06,2022-03-13
"LHI33_1.5",-31.53,159.06,2022-03-13
"LHI34_11",-31.51,159.07,2022-03-19
"LHI34_12",-31.51,159.07,2022-03-19
"LHI35_10",-31.52,159.08,2022-03-19
"LHI35_11",-31.52,159.08,2022-03-19
"LHI37_10",-31.51,159.06,2022-03-15
"LHI37_11",-31.51,159.06,2022-03-15
"LHI38_1.5",-31.52,159.05,2022-03-16
"LHI38_2",-31.52,159.05,2022-03-16
"LHI39_10",-31.53,159.05,2022-03-18
"LHI39_7",-31.53,159.05,2022-03-18
"LHI40_2",-31.54,159.06,2022-03-14
"LHI40_2.5",-31.54,159.06,2022-03-14
"LHI41_1.5",-31.53,159.05,2022-05-05
"LHI41_2",-31.53,159.05,2022-05-05
"LHI41_2.5",-31.53,159.05,2022-05-05
"LHI41_3",-31.53,159.05,2022-05-05
"LHI46_7",-31.54,159.11,2022-03-24
"LHI46_8",-31.54,159.11,2022-03-24
"LHI47_2",-31.52,159.07,2022-03-13
"LHI47_2.5",-31.52,159.07,2022-03-13
"LHI47_3",-31.52,159.07,2022-03-13
"LHI48_10",-31.51,159.05,2022-03-15
"LHI48_10.1",-31.51,159.05,2022-03-15
"LHI48_14",-31.51,159.05,2022-03-15
"LHI48_17",-31.51,159.05,2022-03-15
"LHI49_2",-31.55,159.06,2022-03-19
"LHI49_2.1",-31.55,159.06,2022-03-19
"LHI49_4",-31.55,159.06,2022-03-19
"LHI49_5",-31.55,159.06,2022-03-19
"LHI5_2",-31.54,159.07,2022-03-14
"LHI5_2.1",-31.54,159.07,2022-03-14
"LHI5_4",-31.54,159.07,2022-03-14
"LHI5_4.1",-31.54,159.07,2022-03-14
"LHI7_2",-31.55,159.07,2022-03-17
"LHI7_5",-31.55,159.07,2022-03-17
"LHI7_5.1",-31.55,159.07,2022-03-17
"LHI7_6",-31.55,159.07,2022-03-17
